bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,139685.0,155683.0,165009.0,179210.0,193194.0,209650.0,227422.0,117764.0,122545.0,133349.0,145017.0,156755.0,170295.0,184919.0,200713.0,217770.0,236192.0,256087.0,277574.0,299311.0,250287.0,271310.0,294015.0,157750.0,157750.0,171370.0,186080.0,201966.0,219123.0,237653.0,257665.0,279278.0,302620.0,301112.0,318754.0,339604.0,362348.0,214155.0,198685.0,215580.0,233826.0,253532.0,274815.0,297800.0,232159.0,251732.0,272871.0,295701.0,246852.0,264823.0,287009.0,262475.0,284473.0,154046.0,154824.0,168210.0,182667.0,197301.0,214085.0,232212.0
bweforvideo-googBucketDelay,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,24.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0
timestamp,1548000753,1548000754,1548000755,1548000756,1548000757,1548000758,1548000759,1548000760,1548000761,1548000762,1548000763,1548000764,1548000765,1548000766,1548000767,1548000768,1548000769,1548000770,1548000771,1548000772,1548000773,1548000774,1548000775,1548000776,1548000777,1548000778,1548000779,1548000780,1548000781,1548000782,1548000783,1548000784,1548000785,1548000786,1548000787,1548000788,1548000789,1548000790,1548000791,1548000792,1548000793,1548000794,1548000795,1548000796,1548000797,1548000798,1548000799,1548000800,1548000801,1548000802,1548000803,1548000804,1548000805,1548000806,1548000807,1548000808,1548000809,1548000810,1548000811,1548000812
audio_bitsReceivedPerSecond,0.0,309948.5893416928,241197.96954314722,269696.0,272952.0,260824.0,244800.0,294448.0,313520.0,350096.0,334232.0,376456.0,350456.0,363864.0,339296.0,383224.0,371456.0,414464.0,399752.0,427128.0,384464.0,409376.0,427304.0,372208.0,432960.0,370528.0,447632.0,392352.0,365896.0,419000.0,385624.0,398368.0,413328.0,397880.0,419744.0,472424.0,416008.0,488824.0,403768.0,440128.0,450696.0,390960.0,401800.0,353896.0,371000.0,407160.0,418520.0,446736.0,419456.0,477952.0,426376.0,449120.0,444968.0,475024.0,435736.0,417056.0,507560.0,461512.0,478072.0,487384.0
audio_bitsSentPerSecond,0.0,197100.94043887148,219065.98984771574,235424.0,233936.0,238664.0,258368.0,232144.0,214768.0,195728.0,212208.0,209824.0,217464.0,245576.0,243912.0,247128.0,261384.0,263584.0,323752.0,349664.0,393392.0,244192.0,339408.0,353728.0,232304.0,201680.0,222440.0,238392.0,275168.0,264120.0,271176.0,299760.0,404112.0,387632.0,341776.0,348272.0,373552.0,321376.0,265864.0,234976.0,262144.0,249216.0,304800.0,331064.0,371792.0,216600.0,305880.0,334904.0,399648.0,219968.0,302600.0,373816.0,275520.0,310064.0,209576.0,200888.0,212728.0,224800.0,260304.0,244712.0
audio_packetsSentPerSecond,0.0,131.6614420062696,126.90355329949239,133.0,131.0,137.0,136.0,134.0,125.0,129.0,131.0,133.0,131.0,135.0,134.0,135.0,136.0,140.0,166.0,190.0,162.0,140.0,195.0,163.0,129.0,133.0,134.0,135.0,135.0,137.0,138.0,177.0,203.0,163.0,176.0,194.0,196.0,173.0,140.0,136.0,139.0,140.0,175.0,175.0,169.0,139.0,178.0,199.0,174.0,136.0,177.0,183.0,167.0,171.0,132.0,135.0,132.0,136.0,133.0,139.0
audio_googLocalAddress,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623,35.204.47.190:59623
audio_googRemoteAddress,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000
audio_googRtt,14.0,14.0,14.0,14.0,14.0,14.0,24.0,24.0,22.0,22.0,22.0,20.0,20.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0,79.0,79.0,63.0,63.0,51.0,51.0,51.0,41.0,41.0,34.0,34.0,34.0,29.0,29.0,25.0,25.0,25.0,22.0,22.0,20.0,20.0,20.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,16.0,60.0,60.0,48.0,48.0,39.0,39.0
