bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,342316.0,358033.0,379363.0,407218.0,435696.0,467112.0,502811.0,542701.0,586464.0,634026.0,685748.0,393636.0,409721.0,442419.0,478813.0,516694.0,434601.0,412255.0,439615.0,320628.0,342865.0,366459.0,231151.0,245782.0,266445.0,288761.0,312862.0,338891.0,367002.0,397362.0,430151.0,465563.0,503808.0,545113.0,589722.0,637900.0,689932.0,746127.0,481192.0,358096.0,291045.0,297058.0,315968.0,257257.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0
timestamp,1541187126,1541187127,1541187128,1541187129,1541187130,1541187131,1541187132,1541187133,1541187134,1541187135,1541187136,1541187137,1541187138,1541187139,1541187140,1541187141,1541187142,1541187143,1541187144,1541187145,1541187146,1541187147,1541187126,1541187127,1541187128,1541187129,1541187130,1541187131,1541187132,1541187133,1541187134,1541187135,1541187136,1541187137,1541187138,1541187139,1541187140,1541187141,1541187142,1541187143,1541187144,1541187145,1541187146,1541187147
audio_bitsReceivedPerSecond,0.0,216106.47737355813,227436.55413271245,221304.0,263384.0,190288.0,207456.0,222216.0,252120.0,288160.0,326640.0,374600.0,404280.0,402792.0,491352.0,507336.0,568712.0,435952.0,274333.66633366636,187848.0,272264.0,197976.0,321752.8830313015,232228.86866059818,246360.0,268424.0,313505.5055055055,335896.0,388504.0,402296.0,471416.5834165834,484384.0,420504.0,488704.0,286488.0,306101.8981018981,355555.55555555556,375984.0,362816.0,312912.0,336896.0,225944.0,214024.0,225312.0
audio_bitsSentPerSecond,0.0,408134.8713398403,399664.72642607684,412112.0,449328.0,503464.0,536392.0,547848.0,621536.0,622840.0,661552.0,666272.0,500816.0,459688.0,483912.0,545048.0,543464.0,509784.0,510633.3666333666,438120.0,351512.0,405640.0,214227.34761120263,231115.73472041613,270464.0,315400.0,419707.7077077077,380472.0,355000.0,424424.0,448335.66433566436,463736.0,556088.0,551136.0,557752.0,610485.5144855145,683355.3553553553,778104.0,592128.0,574072.0,320728.0,229528.0,481576.0,274880.0
audio_packetsSentPerSecond,0.0,188.99733806566104,193.24796274738068,195.0,198.0,197.0,201.0,205.0,211.0,215.0,215.0,207.0,202.0,198.0,201.0,201.0,202.0,200.0,202.7972027972028,175.0,193.0,195.0,135.09060955518945,137.84135240572172,166.0,183.0,187.1871871871872,193.0,195.0,200.0,201.7982017982018,197.0,201.0,204.0,204.0,205.7942057942058,222.22222222222223,223.0,209.0,207.0,162.0,153.0,202.0,154.0
audio_googLocalAddress,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630,35.204.137.161:52630
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,32.0,32.0,28.0,28.0,25.0,25.0,25.0,22.0,22.0,20.0,20.0,20.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
audio_send_bitsSentPerSecond,0.0,16851.81898846495,13485.448195576251,16720.0,16720.0,15056.0,16720.0,16520.0,15896.0,15944.0,15808.0,16624.0,15608.0,14624.0,15464.0,16624.0,16488.0,16616.0,15336.663336663336,16464.0,15080.0,15480.0,17357.495881383857,14221.066319895968,16720.0,16056.0,16736.736736736737,15304.0,15328.0,14336.0,16703.296703296703,16720.0,16720.0,16720.0,16096.0,16703.296703296703,16600.6006006006,15440.0,15808.0,16720.0,16720.0,15824.0,16680.0,14944.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,49.68944099378882,50.05820721769499,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.0,50.0,50.0,49.42339373970346,50.71521456436931,50.0,50.0,50.050050050050054,50.0,50.0,50.0,49.95004995004995,50.0,50.0,50.0,50.0,49.95004995004995,50.050050050050054,50.0,50.0,50.0,50.0,50.0,50.0,50.0
audio_send_googJitterReceived,110.0,110.0,125.0,125.0,125.0,125.0,106.0,106.0,106.0,106.0,106.0,108.0,108.0,108.0,108.0,129.0,129.0,129.0,129.0,129.0,119.0,119.0,119.0,119.0,108.0,108.0,108.0,109.0,109.0,109.0,109.0,109.0,108.0,108.0,108.0,108.0,102.0,102.0,102.0,102.0,102.0,102.0,106.0,106.0
audio_send_googRtt,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,20.0,20.0,20.0,20.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0
video_send_bitsSentPerSecond,0.0,374523.5137533274,371864.9592549476,378840.0,417176.0,472320.0,504160.0,514184.0,592704.0,581160.0,629288.0,635832.0,467472.0,427632.0,453256.0,511216.0,511880.0,476360.0,480119.88011988014,404200.0,321560.0,379264.0,181911.03789126853,204473.34200260078,237200.0,284608.0,385881.88188188185,351104.0,322216.0,396088.0,409494.5054945055,431256.0,521984.0,519528.0,523784.0,579572.4275724276,648432.4324324324,747704.0,557952.0,543096.0,285816.0,197712.0,447488.0,247808.0
