bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,624220.0,417579.0,426479.0,455122.0,486187.0,517399.0,550169.0,583777.0,626833.0,498957.0,518771.0,556199.0,589973.0,619472.0,649447.0,681689.0,405243.0,406699.0,436758.0,468578.0,500821.0,536500.0,575273.0,619632.0,669036.0,723559.0,781232.0,841878.0,749200.0,714494.0,710376.0,562289.0,487874.0,519493.0,549986.0,581908.0,605566.0,652133.0,703260.0,617623.0,636420.0,539008.0,487733.0,502357.0,532105.0,566679.0,596107.0,621976.0,651063.0,610568.0,631032.0,445598.0,408130.0,437081.0,470086.0,504733.0,541023.0,580299.0,623130.0,604982.0,623983.0,654383.0
bweforvideo-googBucketDelay,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
timestamp,1548002921,1548002922,1548002923,1548002924,1548002925,1548002926,1548002927,1548002928,1548002929,1548002930,1548002931,1548002932,1548002933,1548002934,1548002935,1548002936,1548002937,1548002938,1548002939,1548002940,1548002941,1548002942,1548002943,1548002944,1548002945,1548002946,1548002947,1548002948,1548002949,1548002950,1548002951,1548002952,1548002953,1548002954,1548002955,1548002956,1548002957,1548002958,1548002959,1548002960,1548002961,1548002962,1548002963,1548002964,1548002965,1548002966,1548002967,1548002968,1548002969,1548002970,1548002971,1548002972,1548002973,1548002974,1548002975,1548002976,1548002977,1548002978,1548002979,1548002980,1548002981,1548002982
audio_bitsReceivedPerSecond,0.0,749042.8211586901,761696.9696969697,733376.0,825800.0,604584.0,588296.0,627608.0,664512.0,705072.0,662217.7822177822,534824.0,574641.3586413587,583071.0710710711,617190.8091908091,666237.7622377622,690048.0,677795.5911823647,678768.0,647377.245508982,599422.8456913828,604248.0,645136.0,700296.0,759592.0,817664.0,787920.0,897056.0,851600.0,921816.0,750358.3583583584,759088.9110889111,790648.0,738360.0,807096.0,592904.0,616632.0,664168.0,702256.0,782640.0,789000.0,863792.0,802520.0,811608.0,868640.0,878864.0,884408.0,868880.0,732068.0680680681,680151.8481518482,594632.0,669360.0,640200.0,690970.9709709709,718721.2787212788,737728.0,778800.0,862576.0,869592.0,891176.0,850826.8268268268,813456.0
audio_bitsSentPerSecond,0.0,631748.1108312343,568686.8686868687,535592.0,491552.0,530136.0,590160.0,602840.0,635048.0,714960.0,568639.3606393606,609336.0,640351.6483516484,659043.043043043,638273.7262737263,634789.2107892107,757272.0,543871.7434869739,499936.0,535089.8203592814,504929.8597194389,546568.0,596736.0,647512.0,659696.0,632960.0,787408.0,812968.0,879728.0,929872.0,756204.2042042043,748131.8681318681,614976.0,557120.0,567864.0,573360.0,648184.0,633496.0,722712.0,789000.0,708840.0,695976.0,607488.0,574624.0,525032.0,544784.0,638312.0,609512.0,705505.5055055055,747988.011988012,682200.0,684312.0,583840.0,475827.82782782783,488191.8081918082,499936.0,579872.0,582776.0,666128.0,715024.0,657145.1451451451,671264.0
audio_packetsSentPerSecond,0.0,209.06801007556675,204.54545454545453,203.0,198.0,204.0,206.0,206.0,210.0,221.0,208.7912087912088,209.0,210.78921078921078,214.21421421421422,208.7912087912088,210.78921078921078,218.0,201.40280561122245,201.0,207.58483033932137,201.40280561122245,201.0,207.0,210.0,215.0,212.0,225.0,226.0,239.0,248.0,228.22822822822823,220.7792207792208,206.0,193.0,206.0,204.0,210.0,209.0,216.0,233.0,222.0,217.0,208.0,189.0,201.0,202.0,210.0,209.0,214.21421421421422,226.77322677322678,215.0,212.0,210.0,198.19819819819818,199.8001998001998,200.0,204.0,205.0,218.0,220.0,215.2152152152152,217.0
audio_googLocalAddress,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112,35.204.47.190:54112
audio_googRemoteAddress,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000
audio_googRtt,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,35.0,35.0,35.0,30.0,30.0,26.0,26.0,26.0,34.0,34.0,29.0,29.0,29.0,25.0,25.0,22.0,22.0,22.0,20.0,20.0,41.0,41.0,41.0,35.0,35.0,30.0,30.0,30.0,26.0,26.0,34.0,34.0,34.0,29.0,29.0,25.0,25.0,25.0,22.0,22.0,28.0,28.0,28.0,24.0,24.0,21.0,21.0,21.0,19.0,19.0,21.0,21.0,21.0
