audio_send_packetsSentPerSecond,50.0,50.0,49.0,51.0,50.0,50.0,50.0,49.0,50.94905094905095,50.050050050050054,50.0,50.0,50.0,49.0,50.94905094905095,50.050050050050054,50.0,50.0,49.95004995004995,50.0,50.050050050050054,49.95004995004995,50.050050050050054,50.0,49.95004995004995,50.050050050050054,50.0,50.0,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.09823182711198,50.56759545923632,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.050050050050054,50.0,50.0,50.0,50.0,49.31794333683106,50.620821394460364,50.0,49.95004995004995,50.050050050050054,50.0,50.0,50.0
audio_send_googJitterReceived,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,17.0,17.0,17.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,97.0,97.0,119.0,119.0,119.0,119.0,119.0,113.0,113.0,113.0,113.0,113.0,113.0,109.0,109.0,109.0,109.0,99.0,99.0,99.0,97.0,97.0,97.0,97.0,97.0,97.0,96.0,96.0,96.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
audio_send_googRtt,16.0,16.0,16.0,16.0,16.0,16.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,93.0,93.0,93.0,93.0,93.0,93.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
video_send_bitsSentPerSecond,103920.0,114968.0,95472.0,40728.0,51840.0,60816.0,44280.0,64000.0,69874.12587412588,68572.57257257258,72040.0,88528.0,101944.0,68536.0,48415.58441558442,49697.697697697695,66136.0,70944.0,76451.54845154846,87040.0,79335.33533533533,94881.11888111888,107603.60360360361,118608.0,133042.95704295704,131667.66766766767,144248.0,166560.0,129742.25774225775,92520.0,83928.0,101384.0,118944.0,123984.0,165944.0,80424.0,0.0,197603.14341846757,112066.04747162023,111032.0,109056.0,131936.0,160424.0,147480.0,195840.0,184304.0,190880.0,201952.0,114725.27472527472,121720.0,113920.0,137976.0,166176.0,156488.0,199520.0,190312.0,196184.0,203312.0,111880.11988011988,123643.64364364365,117888.0,142400.0,167040.0,165496.0,-8641989.506820567,166777.4594078319,141920.0,172339.66033966033,184080.08008008008,162160.0,142632.0,141056.0
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,60.0,60.0,57.0,14.0,22.0,11.0,9.0,19.0,13.986013986013987,20.02002002002002,49.0,60.0,59.0,25.0,17.982017982017982,10.01001001001001,20.0,31.0,23.976023976023978,26.0,52.052052052052055,59.94005994005994,60.06006006006006,60.0,60.93906093906094,60.06006006006006,60.0,60.0,42.95704295704296,33.0,54.0,61.0,60.0,59.0,62.0,28.0,0.0,56.97445972495088,44.375644994840044,55.0,60.0,60.0,60.0,60.0,63.0,60.0,60.0,58.0,43.956043956043956,58.0,60.0,60.0,60.0,61.0,62.0,59.0,60.0,59.0,42.95704295704296,60.06006006006006,60.0,60.0,60.0,61.0,-3057.712486883526,63.03724928366762,63.0,59.94005994005994,60.06006006006006,60.0,60.0,60.0
video_send_googEncodeUsagePercent,15.0,14.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,14.0,14.0,13.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,64.0,64.0,53.0,48.0,44.0,40.0,36.0
video_send_googFrameHeightSent,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,0.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_send_googFrameRateSent,60.0,60.0,56.0,15.0,23.0,12.0,9.0,19.0,14.0,19.0,49.0,61.0,61.0,25.0,18.0,10.0,20.0,31.0,24.0,27.0,53.0,60.0,60.0,60.0,60.0,61.0,60.0,60.0,42.0,34.0,55.0,60.0,60.0,60.0,58.0,27.0,60.0,55.0,43.0,56.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,59.0,44.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,59.0,45.0,61.0,61.0,61.0,61.0,61.0,0.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0
video_send_googFrameWidthSent,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,0.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
video_send_googRtt,25.0,53.0,72.0,55.0,64.0,49.0,38.0,52.0,41.0,54.0,42.0,33.0,27.0,44.0,74.0,56.0,43.0,36.0,29.0,26.0,23.0,28.0,24.0,21.0,19.0,25.0,30.0,25.0,22.0,24.0,24.0,24.0,22.0,19.0,17.0,16.0,26.0,22.0,37.0,46.0,37.0,31.0,27.0,27.0,27.0,24.0,22.0,24.0,44.0,62.0,65.0,61.0,52.0,46.0,47.0,48.0,38.0,32.0,38.0,44.0,35.0,29.0,24.0,22.0,20.0,18.0,19.0,20.0,18.0,17.0,18.0,18.0
audio_recv_bitsReceivedPerSecond,6264.0,8776.0,7936.0,7960.0,6320.0,6824.0,7040.0,7016.0,5986.013986013986,6022.022022022022,6088.0,7928.0,7856.0,7856.0,7840.15984015984,7847.847847847848,7848.0,7816.0,7776.223776223776,7784.0,7767.7677677677675,7768.231768231768,7711.711711711711,7792.0,7680.319680319681,7855.855855855856,5248.0,7160.0,7888.111888111888,7736.0,7736.0,7824.0,6864.0,4528.0,7664.0,6760.0,0.0,37257.3673870334,20606.811145510837,41848.0,42000.0,41976.0,42008.0,40496.0,43568.0,41960.0,40472.0,29200.0,26437.56243756244,40536.0,42760.0,42752.0,41944.0,42040.0,42032.0,41992.0,41976.0,38840.0,39984.01598401598,42026.026026026026,41904.0,33824.0,26520.0,26624.0,12684.155299055614,29470.869149952243,26632.0,26725.274725274725,26666.666666666668,24488.0,7368.0,25952.0
audio_recv_packetsReceivedPerSecond,6.0,9.0,8.0,8.0,6.0,7.0,7.0,7.0,5.994005994005994,6.006006006006006,6.0,8.0,8.0,8.0,7.992007992007992,8.008008008008009,8.0,8.0,7.992007992007992,8.0,8.008008008008009,7.992007992007992,8.008008008008009,8.0,7.992007992007992,8.008008008008009,5.0,7.0,7.992007992007992,8.0,8.0,8.0,7.0,5.0,8.0,7.0,0.0,43.222003929273086,23.735810113519094,50.0,50.0,50.0,50.0,48.0,52.0,50.0,48.0,34.0,30.969030969030968,48.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,46.0,46.95304695304695,50.050050050050054,50.0,50.0,50.0,50.0,24.134312696747113,53.48615090735434,50.0,49.95004995004995,50.050050050050054,45.0,10.0,50.0
audio_recv_googCurrentDelayMs,32.0,37.0,36.0,37.0,31.0,23.0,30.0,21.0,25.0,19.0,19.0,17.0,24.0,24.0,29.0,32.0,31.0,25.0,34.0,28.0,29.0,26.0,21.0,27.0,26.0,19.0,21.0,25.0,31.0,25.0,30.0,26.0,29.0,39.0,33.0,36.0,383.0,355.0,274.0,234.0,343.0,351.0,356.0,358.0,361.0,357.0,360.0,278.0,229.0,212.0,295.0,308.0,316.0,320.0,322.0,323.0,323.0,300.0,271.0,271.0,280.0,286.0,286.0,286.0,242.0,293.0,306.0,314.0,304.0,285.0,203.0,191.0
audio_recv_googJitterBufferMs,1.0,11.0,8.0,9.0,10.0,3.0,10.0,4.0,10.0,6.0,8.0,4.0,4.0,2.0,2.0,7.0,7.0,2.0,9.0,6.0,7.0,7.0,2.0,7.0,6.0,2.0,4.0,5.0,10.0,5.0,10.0,5.0,10.0,11.0,5.0,8.0,383.0,243.0,26.0,272.0,363.0,363.0,363.0,323.0,363.0,363.0,323.0,42.0,97.0,228.0,293.0,313.0,313.0,313.0,313.0,313.0,313.0,223.0,202.0,242.0,253.0,272.0,272.0,272.0,6.0,294.0,294.0,294.0,304.0,204.0,19.0,301.0
audio_recv_googJitterReceived,119.0,119.0,119.0,97.0,97.0,97.0,97.0,97.0,125.0,125.0,125.0,125.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,97.0,97.0,97.0,97.0,97.0,97.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,108.0,108.0,108.0,108.0,5.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
audio_recv_googPreferredJitterBufferMs,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,280.0,340.0,200.0
video_recv_bitsReceivedPerSecond,152648.0,174808.0,119576.0,104656.0,124784.0,156240.0,159168.0,197440.0,174361.63836163835,195275.2752752753,186416.0,144000.0,133488.0,109360.0,139228.77122877122,153521.52152152153,166384.0,197704.0,186181.81818181818,200096.0,178826.82682682681,153222.77722277722,133077.0770770771,113240.0,142177.82217782218,156108.1081081081,171552.0,201032.0,175440.55944055945,137568.0,161696.0,184704.0,172632.0,151944.0,140568.0,145872.0,0.0,118774.06679764243,100152.73477812177,81392.0,48752.0,53056.0,49600.0,57048.0,76112.0,60176.0,70872.0,78360.0,89166.83316683317,109504.0,51496.0,53280.0,50424.0,64400.0,83936.0,75752.0,87272.0,82376.0,97150.84915084916,121473.47347347347,109744.0,138680.0,141264.0,145344.0,120856.24344176285,160794.65138490926,95128.0,88919.08091908092,104624.62462462463,127272.0,121072.0,161920.0
video_recv_packetsReceivedPerSecond,44.0,57.0,54.0,60.0,57.0,63.0,60.0,63.0,59.94005994005994,60.06006006006006,55.0,46.0,59.0,60.0,59.94005994005994,60.06006006006006,60.0,62.0,59.94005994005994,60.0,53.053053053053056,48.95104895104895,60.06006006006006,60.0,59.94005994005994,60.06006006006006,60.0,62.0,60.93906093906094,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,59.921414538310415,59.85552115583075,44.0,22.0,15.0,9.0,13.0,19.0,12.0,26.0,55.0,59.94005994005994,55.0,20.0,15.0,11.0,23.0,29.0,26.0,30.0,56.0,59.94005994005994,60.06006006006006,60.0,61.0,60.0,60.0,41.97271773347324,51.57593123209169,38.0,57.94205794205794,60.06006006006006,60.0,60.0,56.0
video_recv_googCurrentDelayMs,50.0,47.0,45.0,43.0,42.0,40.0,38.0,37.0,36.0,34.0,35.0,35.0,33.0,32.0,32.0,31.0,29.0,28.0,28.0,28.0,29.0,28.0,27.0,26.0,26.0,26.0,26.0,25.0,33.0,33.0,33.0,32.0,32.0,32.0,32.0,32.0,33.0,33.0,32.0,35.0,34.0,35.0,35.0,36.0,36.0,40.0,43.0,41.0,40.0,40.0,40.0,41.0,40.0,39.0,37.0,35.0,35.0,33.0,32.0,31.0,30.0,30.0,29.0,29.0,32.0,31.0,29.0,28.0,28.0,28.0,28.0,34.0
video_recv_googDecodeMs,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
video_recv_googFrameHeightReceived,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_recv_googFrameRateOutput,50.0,44.0,55.0,61.0,60.0,60.0,60.0,59.0,60.0,60.0,58.0,40.0,60.0,61.0,60.0,60.0,61.0,60.0,61.0,60.0,56.0,45.0,60.0,60.0,61.0,60.0,60.0,60.0,59.0,60.0,60.0,58.0,59.0,60.0,61.0,60.0,54.0,60.0,60.0,44.0,21.0,15.0,9.0,12.0,18.0,11.0,18.0,55.0,58.0,56.0,20.0,12.0,12.0,22.0,30.0,26.0,30.0,56.0,60.0,60.0,60.0,56.0,60.0,60.0,43.0,50.0,38.0,58.0,59.0,60.0,60.0,49.0
video_recv_googFrameRateReceived,44.0,52.0,54.0,60.0,57.0,60.0,59.0,59.0,60.0,58.0,55.0,44.0,59.0,60.0,56.0,60.0,59.0,59.0,60.0,57.0,53.0,49.0,60.0,60.0,60.0,58.0,60.0,59.0,59.0,60.0,60.0,57.0,60.0,60.0,60.0,60.0,55.0,59.0,59.0,44.0,22.0,16.0,9.0,12.0,18.0,11.0,24.0,55.0,57.0,55.0,20.0,14.0,11.0,23.0,29.0,26.0,30.0,56.0,60.0,60.0,60.0,55.0,60.0,60.0,43.0,50.0,38.0,58.0,58.0,60.0,60.0,49.0
video_recv_googFrameWidthReceived,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
video_recv_googInterframeDelayMax,93.0,122.0,52.0,18.0,19.0,48.0,19.0,19.0,19.0,22.0,83.0,84.0,32.0,18.0,22.0,19.0,18.0,18.0,18.0,57.0,97.0,84.0,18.0,18.0,18.0,43.0,18.0,30.0,75.0,18.0,18.0,76.0,67.0,54.0,18.0,18.0,82.0,121.0,48.0,148.0,158.0,195.0,249.0,184.0,120.0,262.0,251.0,55.0,49.0,124.0,246.0,393.0,230.0,213.0,51.0,200.0,124.0,36.0,22.0,21.0,21.0,107.0,21.0,22.0,151.0,53.0,101.0,36.0,111.0,26.0,28.0,207.0
