bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,128101.0,77927.0,47901.0,47901.0,49163.0,53595.0,58857.0,64566.0,70141.0,76752.0,83892.0,91603.0,53343.0,51123.0,52626.0,57836.0,63463.0,69540.0,76103.0,83191.0,90846.0,99114.0,108043.0,117686.0,128101.0,139349.0,151497.0,87227.0,87227.0,92625.0,101035.0,110118.0,119134.0,129665.0,78757.0,78757.0,242626.0,107512.0,108126.0,117776.0,128198.0,139454.0,150775.0,163837.0,177944.0,193180.0,209634.0,110356.0,113046.0,123090.0,133937.0,145652.0,158304.0,171968.0,186725.0,201418.0,218531.0,110720.0,116151.0,126443.0,137558.0,149563.0,161619.0,175549.0,189448.0,148734.0,161633.0,175564.0,190609.0,143599.0,115452.0,125688.0
bweforvideo-googBucketDelay,0.0,0.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
timestamp,1544722322,1544722323,1544722324,1544722325,1544722326,1544722327,1544722328,1544722329,1544722330,1544722331,1544722332,1544722333,1544722334,1544722335,1544722336,1544722337,1544722338,1544722339,1544722340,1544722341,1544722342,1544722343,1544722344,1544722345,1544722346,1544722347,1544722348,1544722349,1544722350,1544722351,1544722352,1544722353,1544722354,1544722355,1544722356,1544722357,1544722322,1544722323,1544722324,1544722325,1544722326,1544722327,1544722328,1544722329,1544722330,1544722331,1544722332,1544722333,1544722334,1544722335,1544722336,1544722337,1544722338,1544722339,1544722340,1544722341,1544722342,1544722343,1544722344,1544722345,1544722346,1544722347,1544722348,1544722349,1544722350,1544722351,1544722352,1544722353,1544722354,1544722355,1544722356,1544722357
audio_bitsReceivedPerSecond,170072.0,198792.0,138720.0,124016.0,138616.0,172984.0,173688.0,214848.0,192463.53646353647,211235.23523523525,202496.0,164960.0,151528.0,129896.0,155372.62737262738,171459.45945945947,182560.0,217928.0,206937.06293706293,219264.0,198918.9189189189,174649.35064935064,153161.16116116117,135152.0,161726.27372627374,179499.4994994995,189304.0,221776.0,200655.34465534464,158480.0,180688.0,206504.0,191024.0,170848.0,157504.0,165792.0,0.0,170593.32023575637,133680.08255933953,138832.0,101296.0,110120.0,102848.0,112384.0,133928.0,119000.0,122712.0,121248.0,126545.45454545454,166656.0,106648.0,110616.0,104184.0,122320.0,139992.0,134744.0,142152.0,135880.0,148331.66833166833,178978.97897897896,165672.0,187936.0,182368.0,189808.0,144016.78908709338,210727.79369627507,134504.0,130677.32267732268,142878.87887887887,167448.0,140336.0,203064.0
audio_bitsSentPerSecond,155992.0,150336.0,142688.0,88360.0,101848.0,108992.0,93264.0,111056.0,124259.74025974025,116516.51651651652,116288.0,126536.0,153808.0,114200.0,98301.6983016983,97841.84184184184,116000.0,119400.0,130701.2987012987,136024.0,129937.93793793794,142681.3186813187,159583.5835835836,169064.0,180659.34065934067,168600.6006006006,182352.0,202320.0,169054.94505494504,126608.0,119624.0,135520.0,156576.0,159352.0,203312.0,112200.0,0.0,226750.49115913556,137700.72239422085,140504.0,134944.0,158592.0,184632.0,175600.0,224192.0,214528.0,215440.0,229616.0,139068.93106893107,151432.0,139256.0,166264.0,191424.0,186112.0,227456.0,226640.0,224392.0,233872.0,137062.93706293707,153553.55355355356,143680.0,173120.0,192448.0,193648.0,224730.32528856242,200244.50811843362,167432.0,203612.38761238763,210682.68268268267,188104.0,166800.0,169184.0
audio_packetsSentPerSecond,128.0,120.0,121.0,75.0,85.0,72.0,70.0,81.0,81.91808191808192,83.08308308308308,115.0,124.0,125.0,82.0,78.92107892107892,72.07207207207207,82.0,95.0,90.9090909090909,93.0,115.11511511511512,125.87412587412588,125.12512512512512,127.0,126.87312687312688,131.13113113113113,129.0,132.0,107.89210789210789,98.0,116.0,125.0,127.0,127.0,131.0,90.0,0.0,126.71905697445972,110.42311661506707,123.0,130.0,126.0,122.0,129.0,135.0,131.0,130.0,127.0,107.89210789210789,127.0,125.0,126.0,125.0,131.0,135.0,136.0,135.0,129.0,108.89110889110889,129.12912912912913,127.0,131.0,129.0,132.0,136.41133263378805,135.62559694364853,129.0,131.86813186813185,129.12912912912913,127.0,125.0,126.0
audio_googLocalAddress,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.92.114:38382,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552
audio_googRemoteAddress,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000
audio_googRtt,62.0,62.0,62.0,50.0,50.0,41.0,41.0,41.0,34.0,34.0,29.0,29.0,29.0,25.0,25.0,22.0,22.0,22.0,20.0,20.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,51.0,51.0,42.0,42.0,42.0,35.0,35.0,30.0,73.0,73.0,58.0,58.0,58.0,47.0,47.0,43.0,43.0,43.0,36.0,36.0,31.0,31.0,31.0,34.0,34.0,29.0,29.0,29.0,25.0,25.0,22.0,22.0,22.0,20.0,20.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,15.0
audio_send_bitsSentPerSecond,39792.0,27952.0,35848.0,41208.0,40400.0,40400.0,40400.0,39592.0,41166.83316683317,40440.44044044044,32928.0,28896.0,40064.0,39592.0,41166.83316683317,40440.44044044044,40400.0,40400.0,40359.64035964036,40400.0,39831.831831831834,38505.494505494506,40440.44044044044,40400.0,35924.07592407592,24856.856856856855,24912.0,24728.0,24975.024975024975,25216.0,25112.0,25152.0,25336.0,25008.0,24400.0,24680.0,0.0,15992.141453831042,17065.01547987616,16720.0,16096.0,14672.0,16720.0,15448.0,15312.0,14592.0,14800.0,14928.0,16703.296703296703,16720.0,16712.0,16720.0,16720.0,16712.0,16720.0,16680.0,16672.0,17328.0,16679.32067932068,16616.616616616615,16528.0,16704.0,15472.0,14104.0,14707.240293809024,17894.937917860552,16616.0,16679.32067932068,16592.59259259259,13624.0,15608.0,15984.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
