bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0,550684.0
bweforvideo-googBucketDelay,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0
timestamp,1620387948,1620387949,1620387950,1620387951,1620387952,1620387953,1620387954,1620387955,1620387956,1620387957,1620387958,1620387959,1620387960,1620387961,1620387962,1620387963,1620387964,1620387965,1620387966,1620387967,1620387968,1620387969,1620387970,1620387971,1620387972,1620387973,1620387974,1620387975,1620387976,1620387977,1620387978,1620387979,1620387980,1620387981,1620387982,1620387983,1620387984,1620387985,1620387986,1620387987,1620387988,1620387989,1620387990,1620387991,1620387992,1620387993,1620387994,1620387995,1620387996,1620387997,1620387998,1620387999,1620388000,1620388001,1620388002,1620388003,1620388004,1620388005,1620388006,1620388007,1620388008,1620388009,1620388010,1620388011,1620388012,1620388013,1620388014,1620388015,1620388016,1620388017,1620388018,1620388019,1620388020,1620388021,1620388022,1620388023,1620388024,1620388025,1620388026,1620388027,1620388028,1620388029,1620388030,1620388031,1620388032,1620388033,1620388034,1620388035,1620388036,1620388037,1620388038,1620388039,1620388040,1620388041,1620388042,1620388043,1620388044,1620388045,1620388046,1620388047,1620388048,1620388049,1620388050,1620388051,1620388052,1620388053,1620388054,1620388055,1620388056,1620388057,1620388058,1620388059,1620388060,1620388061,1620388062,1620388063,1620388064,1620388065,1620388066,1620388067,1620388068
audio_bitsReceivedPerSecond,644536.0,634912.0,578304.0,566136.0,484176.0,397040.0,417944.0,457336.0,473152.0,476464.0,478488.0,486368.0,493752.0,511920.0,508352.0,415272.0,422232.0,369792.0,371432.0,379896.0,381944.0,396912.0,412064.0,430192.0,438128.0,446304.0,476920.0,447208.0,463272.0,478432.0,471816.0,465952.0,477048.0,486896.0,487696.0,479640.0,503008.0,481552.0,463392.0,457888.0,458760.0,463912.0,456576.0,487176.0,469560.0,496904.0,524328.0,477584.0,492792.0,488840.0,490160.0,462728.0,476832.0,502688.0,506864.0,499144.0,516872.0,497536.0,483456.0,485232.0,513640.0,506040.0,485432.0,518608.0,514040.0,526664.0,528008.0,506976.0,525648.0,499104.0,407768.0,399840.0,421480.0,465840.0,462200.0,463664.0,485784.0,475136.0,429512.0,434744.0,418728.0,418224.0,411336.0,434816.0,457504.0,469280.0,480176.0,469224.0,486344.0,496896.0,482432.0,475656.0,489320.0,502936.0,490488.0,470240.0,493912.0,488832.0,484016.0,485264.0,499736.0,454208.0,450848.0,460216.0,460624.0,477016.0,476752.0,470840.0,471616.0,491552.0,485312.0,444208.0,440008.0,434544.0,438008.0,473736.0,454656.0,491184.0,482864.0,476416.0,487768.0
audio_bitsSentPerSecond,280552.0,292960.0,289832.0,287112.0,265152.0,277112.0,262408.0,256360.0,277352.0,260688.0,254728.0,261912.0,257424.0,266528.0,253880.0,264936.0,257008.0,251752.0,272576.0,253704.0,247688.0,259992.0,259440.0,272192.0,257480.0,264288.0,253952.0,252616.0,267288.0,258744.0,262776.0,278888.0,278224.0,291456.0,254504.0,261480.0,259024.0,248736.0,271720.0,255160.0,252960.0,253272.0,257264.0,269512.0,247360.0,273144.0,252576.0,249288.0,270424.0,254456.0,268848.0,246936.0,256680.0,269168.0,251472.0,263904.0,252920.0,253648.0,270232.0,252616.0,251480.0,257744.0,259232.0,270304.0,243280.0,267832.0,256872.0,248832.0,273624.0,268368.0,267512.0,273392.0,260328.0,281584.0,252544.0,275048.0,258776.0,256872.0,284632.0,258264.0,257152.0,262960.0,264096.0,281480.0,245680.0,267688.0,264416.0,252504.0,276728.0,255360.0,253808.0,259760.0,264096.0,278560.0,240144.0,272760.0,256664.0,255056.0,273104.0,256528.0,265208.0,249736.0,251960.0,272472.0,242952.0,268768.0,254552.0,251960.0,274432.0,250288.0,252184.0,258304.0,258040.0,284520.0,260648.0,291520.0,259256.0,256824.0,276656.0,255432.0,255552.0
audio_packetsSentPerSecond,134.0,136.0,139.0,137.0,136.0,139.0,136.0,132.0,138.0,138.0,136.0,138.0,133.0,134.0,135.0,139.0,138.0,134.0,140.0,135.0,139.0,134.0,136.0,137.0,138.0,136.0,137.0,137.0,134.0,140.0,134.0,137.0,137.0,136.0,138.0,138.0,136.0,134.0,137.0,137.0,139.0,134.0,136.0,137.0,135.0,140.0,135.0,134.0,136.0,138.0,142.0,134.0,138.0,135.0,137.0,136.0,136.0,139.0,136.0,139.0,135.0,135.0,136.0,137.0,136.0,140.0,136.0,136.0,135.0,136.0,138.0,137.0,136.0,137.0,135.0,138.0,135.0,135.0,136.0,137.0,134.0,137.0,136.0,139.0,135.0,137.0,139.0,135.0,136.0,137.0,136.0,136.0,136.0,136.0,136.0,139.0,136.0,135.0,137.0,138.0,137.0,136.0,132.0,139.0,135.0,139.0,137.0,136.0,136.0,136.0,134.0,138.0,137.0,138.0,135.0,137.0,135.0,137.0,135.0,138.0,135.0
audio_googLocalAddress,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766,34.67.229.81:38766
audio_googRemoteAddress,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000
audio_googRtt,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
