bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,319771.0,343442.0,366036.0,395589.0,428236.0,463495.0,498897.0,539541.0,341351.0,369659.0,399117.0,431668.0,466120.0,502432.0,377959.0,408314.0,360000.0,388878.0,420076.0,452940.0,330118.0,233145.0,251643.0,272774.0,295596.0,320244.0,346109.0,374798.0,405782.0,439245.0,475385.0,514416.0,423611.0,458500.0,496180.0,536874.0,580824.0,625683.0,676738.0,730124.0,789534.0,853697.0,779137.0,704470.0,721384.0,756146.0,795822.0,536728.0,560585.0,592878.0,622560.0,654598.0,691360.0,730428.0,770981.0,822273.0,889055.0,485626.0,497951.0,535794.0,578829.0,626135.0,676215.0,522104.0,564293.0,609520.0,658324.0,433882.0,455962.0,493439.0,533914.0,575267.0,613916.0,648452.0,685210.0,732927.0,788753.0,524048.0,548408.0,586393.0,609376.0,634654.0,663773.0,696356.0,732980.0,768611.0,810267.0,442605.0,459339.0,496113.0,535998.0,576734.0,623873.0,488662.0,484139.0,520986.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
timestamp,1541187145,1541187146,1541187147,1541187148,1541187149,1541187150,1541187151,1541187152,1541187153,1541187154,1541187155,1541187156,1541187157,1541187158,1541187159,1541187160,1541187161,1541187162,1541187163,1541187164,1541187165,1541187166,1541187167,1541187168,1541187169,1541187170,1541187171,1541187172,1541187173,1541187174,1541187175,1541187176,1541187177,1541187178,1541187179,1541187180,1541187181,1541187182,1541187183,1541187184,1541187185,1541187186,1541187187,1541187188,1541187189,1541187190,1541187191,1541187192,1541187193,1541187194,1541187195,1541187196,1541187197,1541187198,1541187199,1541187200,1541187201,1541187202,1541187203,1541187204,1541187205,1541187206,1541187207,1541187208,1541187209,1541187210,1541187211,1541187212,1541187213,1541187214,1541187215,1541187216,1541187217,1541187218,1541187219,1541187220,1541187221,1541187222,1541187223,1541187224,1541187225,1541187226,1541187227,1541187228,1541187229,1541187230,1541187231,1541187232,1541187233,1541187234,1541187235,1541187236,1541187237,1541187238,1541187239,1541187240,1541187241,1541187242,1541187243
audio_bitsReceivedPerSecond,-1,-1,0.0,387797.17373233585,107042.50559284116,107529.41176470589,125571.57360406092,118712.0,125856.0,136424.0,147464.0,157416.0,177462.53746253747,175511.51151151152,245344.0,247576.84630738522,239343.34334334335,241801.8018018018,261136.0,322581.4185814186,268316.3163163163,322904.0,354784.0,319480.0,297536.0,249520.0,255176.0,265678.3216783217,274330.33033033035,255784.0,223368.0,237632.0,258952.0,272880.0,284627.3726273726,300752.0,322554.5545545546,375440.5594405594,376696.0,437821.8218218218,446905.0949050949,448080.0,549629.6296296297,505542.45754245756,464360.0,439983.983983984,434048.0,470584.0,463968.0,571840.0,513720.0,609536.0,665390.6093906094,723435.4354354354,713904.0,777208.0,862737.2627372628,865360.0,701224.0,851211.2112112112,551680.3196803196,508440.0,608976.976976977,644920.0,649012.7576054956,659820.7739307536,627624.0,690338.3383383383,664615.3846153846,721849.8498498498,722765.2347652348,698291.4171656687,823911.8236472945,733565.5655655656,774128.0,629728.0,617742.2577422578,657449.4494494494,646481.5184815185,746890.8908908908,763368.0,750337.6623376623,877696.0,907443.4434434434,825040.0,810000.0,814288.0,875032.0,705240.0,822120.0,609704.0,606929.0709290709,678230.2302302303,708907.0929070929,748340.3403403404,737304.0,676624.0,709442.5574425574,637872.0
audio_bitsSentPerSecond,-1,-1,0.0,569649.2103075645,360572.706935123,406675.38126361655,425803.0456852792,554808.0,505568.0,506376.0,465584.0,522608.0,352367.63236763235,370210.21021021024,388528.0,458131.73652694613,535375.3753753754,443635.63563563564,481192.0,471344.65534465533,400296.2962962963,435560.0,465256.0,428728.0,315240.0,289056.0,308056.0,306933.06693306693,345105.1051051051,371904.0,380600.0,422400.0,445976.0,468448.0,471832.1678321678,507888.0,515915.9159159159,472135.86413586413,561280.0,589437.4374374375,585070.9290709291,693512.0,743479.4794794795,715524.4755244756,784800.0,864592.5925925926,863760.0,694344.0,802216.0,818712.0,696680.0,705568.0,609910.0899100899,625665.6656656656,668768.0,695088.0,737526.4735264735,728424.0,853472.0,890610.6106106106,766961.0389610389,667128.0,536432.4324324324,575744.0,619980.3729146222,665132.3828920571,667744.0,571251.2512512512,627948.0519480519,653437.4374374375,606633.3666333667,474323.3532934132,485931.8637274549,520088.0880880881,582760.0,618576.0,659988.011988012,670814.8148148148,758769.2307692308,784712.7127127127,713856.0,651244.7552447553,591584.0,620364.3643643644,646944.0,682216.0,722936.0,719800.0,800504.0,824328.0,753808.0,571140.8591408591,489609.6096096096,537302.6973026973,562754.7547547547,621144.0,605808.0,582593.4065934066,507104.0
audio_packetsSentPerSecond,-1,-1,0.0,141.31338320864506,114.09395973154362,123.09368191721133,123.85786802030456,142.0,132.0,132.0,130.0,138.0,128.87112887112886,128.12812812812814,131.0,137.7245508982036,147.14714714714714,134.13413413413414,135.0,133.86613386613388,132.13213213213214,131.0,134.0,132.0,130.0,126.0,135.0,130.86913086913086,131.13113113113113,135.0,132.0,131.0,133.0,136.0,145.85414585414586,143.0,145.14514514514514,133.86613386613388,152.0,166.16616616616616,160.83916083916083,183.0,193.1931931931932,189.8101898101898,183.0,198.19819819819818,195.0,182.0,198.0,194.0,175.0,186.0,166.83316683316684,179.1791791791792,180.0,189.0,186.8131868131868,183.0,196.0,193.1931931931932,184.8151848151848,175.0,141.14114114114113,155.0,168.792934249264,181.26272912423624,172.0,153.15315315315314,169.83016983016984,177.17717717717719,167.83216783216784,136.72654690618762,136.27254509018036,141.14114114114113,160.0,164.0,174.82517482517483,182.18218218218217,186.8131868131868,192.19219219219218,181.0,175.82417582417582,160.0,172.17217217217217,178.0,186.0,184.0,184.0,191.0,193.0,179.0,155.84415584415584,137.13713713713713,143.85614385614386,152.15215215215215,173.0,160.0,150.84915084915085,137.0
audio_googLocalAddress,-1,-1,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118,10.164.0.8:40118
audio_googRemoteAddress,-1,-1,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741,10.164.0.9:53741
audio_googRtt,-1,-1,11.0,62.0,64.0,64.0,48.0,48.0,48.0,36.0,36.0,27.0,27.0,27.0,20.0,20.0,15.0,15.0,15.0,14.0,14.0,10.0,10.0,10.0,33.0,33.0,25.0,25.0,25.0,19.0,19.0,14.0,14.0,14.0,10.0,10.0,8.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,26.0,26.0,19.0,19.0,19.0,14.0,14.0,10.0,10.0,10.0,7.0,7.0,5.0,5.0,5.0,36.0,36.0,27.0,27.0,27.0,20.0,20.0,15.0,15.0,15.0,11.0,11.0,8.0,8.0,8.0,24.0,24.0,19.0,19.0,19.0,14.0,14.0,10.0,10.0,10.0
