bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,45718.0,52670.0,54258.0,58266.0,62266.0,65998.0,70254.0,74330.0,77922.0,43518.0,43518.0,43518.0,45142.0,48410.0,52738.0,56730.0,60742.0,64658.0,68732.0,73081.0,77581.0,82741.0,88979.0,95943.0,53350.0,53350.0,53350.0,56287.0,60859.0,64656.0,70828.0,77494.0,84694.0,92470.0,100868.0,109937.0,119732.0,130311.0,141736.0,58919.0,58919.0,60913.0,65616.0,69696.0,74605.0,80900.0,87763.0,94356.0,102904.0,112136.0,122107.0,132876.0,144506.0,157066.0,80786.0,80786.0,81687.0,87126.0,92611.0,98320.0,103978.0,111439.0,119763.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1547996734,1547996735,1547996736,1547996737,1547996738,1547996739,1547996740,1547996741,1547996742,1547996743,1547996744,1547996745,1547996746,1547996747,1547996748,1547996749,1547996750,1547996751,1547996752,1547996753,1547996754,1547996755,1547996756,1547996757,1547996758,1547996759,1547996760,1547996761,1547996762,1547996763,1547996764,1547996765,1547996766,1547996767,1547996768,1547996769,1547996770,1547996771,1547996772,1547996773,1547996774,1547996775,1547996776,1547996777,1547996778,1547996779,1547996780,1547996781,1547996782,1547996783,1547996784,1547996785,1547996786,1547996787,1547996788,1547996789,1547996790,1547996791,1547996792,1547996793,1547996794,1547996795,1547996796
audio_bitsReceivedPerSecond,0.0,243790.7396271798,242036.80981595092,196944.0,110313.68631368631,126856.0,197904.0,346874.8748748749,325130.8691308691,340424.0,306672.0,261552.0,294528.0,275416.0,229392.0,250464.0,243192.0,214408.0,233832.0,260592.0,275032.0,273504.0,272224.0,258168.0,244144.0,217528.0,304736.0,234624.0,215928.0,234208.0,263688.0,303832.0,280360.0,296008.0,319904.0,337088.0,328184.0,353064.0,334160.0,303880.0,246472.0,356888.0,337976.0,316432.0,302768.0,302608.0,270368.0,319576.0,289120.0,271440.0,245408.0,326680.0,221480.0,264672.0,253736.0,263656.0,238624.0,283352.0,231504.0,228344.0,238256.0,304256.0,215592.0
audio_bitsSentPerSecond,0.0,74992.18280216477,62871.16564417178,95032.0,86801.1988011988,86384.0,91784.0,110222.22222222222,108659.34065934065,105048.0,77672.0,52192.0,75000.0,86736.0,77680.0,80696.0,84728.0,101632.0,97792.0,108704.0,111280.0,116656.0,119088.0,130040.0,101648.0,86688.0,74704.0,86776.0,92816.0,86728.0,112064.0,105000.0,110592.0,130600.0,129016.0,146152.0,126456.0,147056.0,154816.0,146584.0,90328.0,87512.0,90544.0,100992.0,97936.0,110096.0,101792.0,115728.0,124776.0,151560.0,153168.0,162752.0,164192.0,184680.0,181688.0,103936.0,107832.0,111200.0,112304.0,149008.0,128080.0,159696.0,151608.0
audio_packetsSentPerSecond,0.0,70.3547805171377,79.75460122699387,92.0,75.92407592407592,74.0,102.0,122.12212212212212,126.87312687312688,93.0,78.0,70.0,75.0,84.0,72.0,73.0,93.0,110.0,115.0,95.0,112.0,95.0,104.0,127.0,87.0,74.0,84.0,98.0,98.0,73.0,92.0,86.0,96.0,123.0,101.0,109.0,127.0,129.0,128.0,107.0,98.0,77.0,85.0,94.0,85.0,86.0,108.0,123.0,125.0,126.0,125.0,131.0,131.0,133.0,122.0,89.0,108.0,123.0,123.0,127.0,125.0,125.0,129.0
audio_googLocalAddress,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156,35.204.92.114:36156
audio_googRemoteAddress,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000
audio_googRtt,42.0,35.0,35.0,35.0,30.0,30.0,26.0,26.0,26.0,125.0,125.0,97.0,97.0,97.0,76.0,76.0,60.0,60.0,60.0,48.0,48.0,40.0,40.0,40.0,130.0,130.0,101.0,101.0,101.0,79.0,79.0,63.0,63.0,63.0,51.0,51.0,42.0,42.0,42.0,141.0,141.0,109.0,109.0,109.0,85.0,85.0,67.0,67.0,67.0,54.0,54.0,44.0,44.0,44.0,160.0,160.0,123.0,123.0,123.0,96.0,96.0,75.0,75.0
