audio_recv_googCurrentDelayMs,32.0,37.0,36.0,37.0,31.0,23.0,30.0,21.0,25.0,19.0,19.0,17.0,24.0,24.0,29.0,32.0,31.0,25.0,34.0,28.0,29.0,26.0,21.0,27.0,26.0,19.0,21.0,25.0,31.0,25.0,30.0,26.0,29.0,39.0,33.0,36.0
audio_recv_googJitterBufferMs,1.0,11.0,8.0,9.0,10.0,3.0,10.0,4.0,10.0,6.0,8.0,4.0,4.0,2.0,2.0,7.0,7.0,2.0,9.0,6.0,7.0,7.0,2.0,7.0,6.0,2.0,4.0,5.0,10.0,5.0,10.0,5.0,10.0,11.0,5.0,8.0
audio_recv_googJitterReceived,119.0,119.0,119.0,97.0,97.0,97.0,97.0,97.0,125.0,125.0,125.0,125.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,97.0,97.0,97.0,97.0,97.0,97.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,108.0,108.0,108.0,108.0
audio_recv_googPreferredJitterBufferMs,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_recv_bitsReceivedPerSecond,152648.0,174808.0,119576.0,104656.0,124784.0,156240.0,159168.0,197440.0,174361.63836163835,195275.2752752753,186416.0,144000.0,133488.0,109360.0,139228.77122877122,153521.52152152153,166384.0,197704.0,186181.81818181818,200096.0,178826.82682682681,153222.77722277722,133077.0770770771,113240.0,142177.82217782218,156108.1081081081,171552.0,201032.0,175440.55944055945,137568.0,161696.0,184704.0,172632.0,151944.0,140568.0,145872.0
video_recv_packetsReceivedPerSecond,44.0,57.0,54.0,60.0,57.0,63.0,60.0,63.0,59.94005994005994,60.06006006006006,55.0,46.0,59.0,60.0,59.94005994005994,60.06006006006006,60.0,62.0,59.94005994005994,60.0,53.053053053053056,48.95104895104895,60.06006006006006,60.0,59.94005994005994,60.06006006006006,60.0,62.0,60.93906093906094,60.0,60.0,60.0,60.0,60.0,60.0,60.0
video_recv_googCurrentDelayMs,50.0,47.0,45.0,43.0,42.0,40.0,38.0,37.0,36.0,34.0,35.0,35.0,33.0,32.0,32.0,31.0,29.0,28.0,28.0,28.0,29.0,28.0,27.0,26.0,26.0,26.0,26.0,25.0,33.0,33.0,33.0,32.0,32.0,32.0,32.0,32.0
video_recv_googDecodeMs,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
video_recv_googFrameHeightReceived,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_recv_googFrameRateOutput,50.0,44.0,55.0,61.0,60.0,60.0,60.0,59.0,60.0,60.0,58.0,40.0,60.0,61.0,60.0,60.0,61.0,60.0,61.0,60.0,56.0,45.0,60.0,60.0,61.0,60.0,60.0,60.0,59.0,60.0,60.0,58.0,59.0,60.0,61.0,60.0
video_recv_googFrameRateReceived,44.0,52.0,54.0,60.0,57.0,60.0,59.0,59.0,60.0,58.0,55.0,44.0,59.0,60.0,56.0,60.0,59.0,59.0,60.0,57.0,53.0,49.0,60.0,60.0,60.0,58.0,60.0,59.0,59.0,60.0,60.0,57.0,60.0,60.0,60.0,60.0
video_recv_googFrameWidthReceived,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
video_recv_googInterframeDelayMax,93.0,122.0,52.0,18.0,19.0,48.0,19.0,19.0,19.0,22.0,83.0,84.0,32.0,18.0,22.0,19.0,18.0,18.0,18.0,57.0,97.0,84.0,18.0,18.0,18.0,43.0,18.0,30.0,75.0,18.0,18.0,76.0,67.0,54.0,18.0,18.0
video_recv_googJitterBufferMs,39.0,36.0,34.0,32.0,31.0,29.0,27.0,26.0,25.0,23.0,24.0,24.0,22.0,21.0,21.0,20.0,18.0,18.0,17.0,17.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,22.0,22.0,22.0,21.0,21.0,22.0,21.0,21.0
video_recv_googPlisSent,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
video_send_resolutionChangesSent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
video_recv_resolutionChangesReceived,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_way_delay_audio_send,8.0,8.0,8.0,8.0,8.0,8.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,46.5,46.5,46.5,46.5,46.5,46.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
1_way_delay_video_send,12.5,26.5,36.0,27.5,32.0,24.5,19.0,26.0,20.5,27.0,21.0,16.5,13.5,22.0,37.0,28.0,21.5,18.0,14.5,13.0,11.5,14.0,12.0,10.5,9.5,12.5,15.0,12.5,11.0,12.0,12.0,12.0,11.0,9.5,8.5,8.0
ear_ear_delay_audio_send,391.0,251.0,34.0,280.0,371.0,371.0,468.0,428.0,468.0,468.0,428.0,147.0,202.0,235.5,300.5,320.5,320.5,320.5,320.5,320.5,359.5,269.5,248.5,288.5,299.5,318.5,279.5,279.5,13.5,301.5,301.5,301.5,311.5,211.5,26.5,308.5
audio_recv_kbitsReceivedPerSecond,6,8,7,7,6,6,6,6,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,7,7,7,7,6,4,7,6
video_recv_kbitsReceivedPerSecond,149,170,116,102,121,152,155,192,170,190,182,140,130,106,135,149,162,193,181,195,174,149,129,110,138,152,167,196,171,134,157,180,168,148,137,142
audio_packet_loss_percentage_send,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_model_audio_send,61.309000000000005,80.069,93.384,76.183,63.989000000000004,63.989000000000004,50.991,56.351000000000006,50.991,50.991,56.351000000000006,90.672,86.635,82.146,73.436,70.756,70.756,70.756,70.756,70.756,65.53,77.59,80.404,75.04400000000001,73.57000000000001,71.024,76.25,76.25,93.876,73.302,73.302,73.302,71.962,85.36200000000001,93.56400000000001
kpi_audio_synchronization,3.1675506120335974,4.026605531540437,4.412819116790272,3.8719477683365917,3.303958188905318,3.303958188905318,2.627089432974103,2.9094577820391434,2.627089432974103,2.627089432974103,2.9094577820391434,4.355114156068864,4.248105335314875,4.102470641983048,3.7537323061790087,3.6322533378314885,3.6322533378314885,3.6322533378314885,3.6322533378314885,3.6322533378314885,3.380988887361,3.9297474466470006,4.039179337465152,3.8237606185237127,3.7596537899490006,3.644651082207232,3.8747441406250003,3.8747441406250003,4.421986386242368,3.7477956619427446,3.7477956619427446,3.7477956619427446,3.6876176263361042,4.209503873674504,4.416220494188992
eye_eye_delay_video_send,34.5,48.5,57.0,51.5,55.0,48.5,43.0,51.0,45.5,56.0,53.0,46.5,42.5,51.0,66.0,59.0,50.5,46.0,40.5,37.0,35.5,36.0,33.0,30.5,28.5,31.5,33.0,30.5,32.0,32.0,30.0,29.0,28.0,26.5,25.5,31.0
kpi_video_synchronization,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
av_delay_send,356.5,202.5,-23.0,228.5,316.0,322.5,425.0,377.0,422.5,412.0,375.0,100.5,159.5,184.5,234.5,261.5,270.0,274.5,280.0,283.5,324.0,233.5,215.5,258.0,271.0,287.0,246.5,249.0,-18.5,269.5,271.5,272.5,283.5,185.0,1.0,277.5
kpi_av_synchronization,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1
kpi_resolution_stability,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_resolution_stability_norm,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage_norm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_fps_stability,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
kpi_q_audio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kpi_q_video,1.5142857142857142,1.6285714285714286,1.5142857142857142,1.5142857142857142,1.7428571428571429,1.6285714285714286,1.7428571428571429,1.6857142857142855,1.457142857142857,1.4,1.4,1.5142857142857142,1.5714285714285714,1.7428571428571429,1.6857142857142855,1.7428571428571429,1.6285714285714286,1.5142857142857142,1.4,1.4,1.5142857142857142,1.5714285714285714,1.7428571428571429,1.6285714285714286,1.4,1.5142857142857142,1.6857142857142855,1.5714285714285714,1.457142857142857,1.4,1.457142857142857
qoe_simple_normal,3.1043310203846857,3.2188291860441756,3.687138632024316,3.1825973710850177,3.1575826559101148,3.138535036862496,3.0823750163622017,3.1042254678456196,3.0347559687431542,3.0252321592193443,3.0566064202265717,3.236282525277493,3.2339164658286372,3.2463062618076406,3.1980337483056043,3.1940598946796896,3.1750122756320707,3.1559646565844517,3.1369170375368323,3.1369170375368323,3.1280463843099526,3.198543367087762,3.2392738946389854,3.1962908623756507,3.1510726433276663,3.157342183737312,3.2114795076884923,3.1924318886408733,3.6786334079951835,3.1497550735491937,3.1592788830730036
qoe_simple_smooth,3.023378639432304,3.1569244241394134,3.6061862510719354,3.101644990132637,3.114725513052972,3.0766302749577332,3.0395178735050585,3.051844515464667,2.9442797782669636,2.9252321592193447,2.956606420226572,3.1553301443251116,3.1624878944000656,3.203449118950497,3.145652795924651,3.1512027518225465,3.1131075137273085,3.0750122756320706,3.0369170375368326,3.0369170375368326,3.0470940033575715,3.1271147956591907,3.196416751781842,3.134386100470888,3.0510726433276667,3.076389802784931,3.1590985553075392,3.1210033172123013,3.5881572175189933,3.049755073549194,3.068802692596813
