audio_recv_bitsReceivedPerSecond,-1,-1,-1,-1,0.0,15384.0,19520.0,29152.0,28192.0,24135.864135864136,24184.184184184185,18008.0,16703.296703296703,16000.0,17438.56143856144,16736.736736736737,16703.296703296703,16736.736736736737,16720.0,16720.0,16720.0,16720.0,11296.0,17400.0,16703.296703296703,16736.736736736737,16720.0,15976.0,15768.231768231768,16688.68868868869,15448.0,16904.0,16720.0,16720.0,16703.296703296703,16552.55255255255,16904.0,16720.0,16720.0,16703.296703296703,16720.0,16024.024024024024,16520.0,15408.0,13272.0,13272.0,14848.0,15296.0,14688.0,15504.0,11984.0,18077.922077922078,15575.575575575576,15936.0,16376.0,14632.0,14472.0,12712.0,12664.0,13328.0,8159.84015984016,17344.0,9209.20920920921,9200.0,9200.0,9200.0,15584.0,15688.0,15664.0,15680.0,15592.0,15240.0,15472.0,15472.0,15368.0,12616.0,15296.0,10592.0,9896.0,9200.0,9200.0,15496.0,15488.0
audio_recv_packetsReceivedPerSecond,-1,-1,-1,-1,0.0,31.0,40.0,57.0,57.0,50.94905094905095,70.07007007007007,57.0,49.95004995004995,46.046046046046044,53.946053946053944,50.050050050050054,49.95004995004995,50.050050050050054,50.0,50.0,50.0,50.0,34.0,66.0,49.95004995004995,50.050050050050054,50.0,50.0,49.95004995004995,50.050050050050054,49.0,51.0,50.0,50.0,49.95004995004995,49.049049049049046,51.0,50.0,50.0,49.95004995004995,50.0,50.050050050050054,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,37.0,62.93706293706294,50.050050050050054,50.0,50.0,50.0,50.0,50.0,50.0,50.0,32.967032967032964,67.0,50.050050050050054,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,37.0,63.0,50.0,50.0,50.0,50.0,50.0,50.0
audio_recv_googCurrentDelayMs,-1,-1,-1,-1,12.0,38.0,65.0,123.0,173.0,183.0,289.0,365.0,234.0,136.0,181.0,197.0,149.0,127.0,81.0,74.0,79.0,110.0,69.0,262.0,318.0,224.0,280.0,255.0,238.0,174.0,172.0,173.0,172.0,173.0,167.0,140.0,237.0,195.0,182.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,87.0,275.0,318.0,307.0,242.0,222.0,198.0,175.0,174.0,174.0,98.0,246.0,345.0,345.0,329.0,288.0,249.0,211.0,181.0,174.0,174.0,174.0,174.0,174.0,174.0,97.0,233.0,307.0,283.0,262.0,238.0,198.0,177.0
audio_recv_googJitterBufferMs,-1,-1,-1,-1,2.0,82.0,11.0,147.0,250.0,193.0,463.0,411.0,227.0,159.0,209.0,171.0,136.0,104.0,71.0,59.0,121.0,88.0,13.0,362.0,332.0,302.0,270.0,240.0,210.0,167.0,147.0,167.0,167.0,167.0,175.0,247.0,232.0,202.0,172.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,82.0,337.0,307.0,274.0,241.0,211.0,179.0,169.0,169.0,169.0,39.0,391.0,359.0,326.0,294.0,264.0,234.0,201.0,171.0,169.0,169.0,169.0,169.0,169.0,169.0,88.0,353.0,317.0,285.0,252.0,220.0,190.0,170.0
audio_recv_googJitterReceived,-1,-1,-1,-1,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0
audio_recv_googPreferredJitterBufferMs,-1,-1,-1,-1,80.0,40.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0
video_recv_bitsReceivedPerSecond,-1,-1,-1,-1,0.0,280224.0,230352.0,268040.0,259888.0,332435.56443556445,334054.0540540541,263320.0,229602.3976023976,235915.91591591592,244883.1168831169,202178.17817817818,213290.7092907093,247223.22322322323,261920.0,234600.0,237792.0,219352.0,157920.0,234512.0,151072.92707292706,146394.3943943944,108472.0,115752.0,126369.63036963037,137017.01701701703,147048.0,152568.0,170952.0,178136.0,194773.22677322678,171443.44344344345,102352.0,112272.0,118976.0,129254.74525474526,137752.0,144416.4164164164,162376.0,164616.0,195552.0,201776.0,223728.0,233992.0,235936.0,286264.0,217112.0,249942.05794205793,208136.13613613613,197984.0,232384.0,238128.0,259168.0,274128.0,274792.0,329384.0,232887.1128871129,309080.0,230606.6066066066,222320.0,250336.0,250800.0,299112.0,266864.0,231576.0,254904.0,234368.0,241456.0,275016.0,292160.0,343728.0,216800.0,326352.0,205080.0,217992.0,233216.0,250280.0,244392.0,286712.0
video_recv_packetsReceivedPerSecond,-1,-1,-1,-1,0.0,37.0,31.0,36.0,35.0,50.94905094905095,50.050050050050054,36.0,30.969030969030968,32.032032032032035,44.955044955044954,49.049049049049046,44.955044955044954,55.05505505505506,63.0,60.0,60.0,60.0,41.0,79.0,45.95404595404595,49.049049049049046,57.0,60.0,59.94005994005994,60.06006006006006,60.0,60.0,60.0,60.0,59.94005994005994,60.06006006006006,47.0,60.0,60.0,59.94005994005994,60.0,60.06006006006006,60.0,60.0,60.0,61.0,60.0,60.0,60.0,60.0,45.0,74.92507492507492,60.06006006006006,60.0,60.0,61.0,61.0,60.0,60.0,60.0,39.96003996003996,80.0,60.06006006006006,60.0,60.0,60.0,62.0,60.0,60.0,63.0,60.0,60.0,61.0,61.0,61.0,45.0,76.0,60.0,60.0,60.0,60.0,60.0,61.0
video_recv_googCurrentDelayMs,-1,-1,-1,-1,0.0,24.0,37.0,65.0,70.0,71.0,75.0,77.0,81.0,95.0,93.0,91.0,88.0,86.0,83.0,87.0,85.0,83.0,84.0,83.0,81.0,77.0,76.0,74.0,72.0,70.0,69.0,67.0,65.0,63.0,63.0,64.0,63.0,62.0,61.0,61.0,60.0,60.0,59.0,59.0,58.0,58.0,59.0,58.0,57.0,56.0,58.0,58.0,58.0,58.0,57.0,60.0,58.0,57.0,56.0,56.0,54.0,55.0,54.0,54.0,53.0,52.0,53.0,53.0,53.0,57.0,57.0,56.0,55.0,54.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0
video_recv_googDecodeMs,-1,-1,-1,-1,0.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
video_recv_googFrameHeightReceived,-1,-1,-1,-1,0.0,720.0,720.0,720.0,720.0,540.0,540.0,540.0,540.0,360.0,360.0,360.0,360.0,360.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
video_recv_googFrameRateOutput,-1,-1,-1,-1,0.0,15.0,16.0,15.0,16.0,25.0,29.0,35.0,34.0,32.0,45.0,47.0,46.0,55.0,57.0,62.0,61.0,60.0,41.0,72.0,50.0,49.0,57.0,62.0,60.0,60.0,57.0,61.0,62.0,60.0,60.0,59.0,47.0,57.0,61.0,61.0,61.0,60.0,60.0,60.0,57.0,61.0,61.0,60.0,61.0,60.0,45.0,74.0,61.0,60.0,60.0,58.0,62.0,60.0,60.0,60.0,39.0,77.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,47.0,71.0,61.0,60.0,60.0,60.0,60.0,60.0
video_recv_googFrameRateReceived,-1,-1,-1,-1,0.0,15.0,15.0,18.0,17.0,24.0,35.0,33.0,30.0,30.0,45.0,48.0,45.0,55.0,60.0,60.0,60.0,60.0,41.0,79.0,46.0,48.0,57.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,47.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0,60.0,60.0,45.0,75.0,60.0,60.0,60.0,59.0,61.0,60.0,60.0,60.0,40.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,45.0,75.0,60.0,60.0,60.0,60.0,60.0,60.0
