bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,487079.0,508530.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0,524419.0
bweforvideo-googBucketDelay,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1620393278,1620393279,1620393280,1620393281,1620393282,1620393283,1620393284,1620393285,1620393286,1620393287,1620393288,1620393289,1620393290,1620393291,1620393292,1620393293,1620393294,1620393295,1620393296,1620393297,1620393298,1620393299,1620393300,1620393301,1620393302,1620393303,1620393304,1620393305,1620393306,1620393307,1620393308,1620393309,1620393310,1620393311,1620393312,1620393313,1620393314,1620393315,1620393316,1620393317,1620393318,1620393319,1620393320,1620393321,1620393322,1620393323,1620393324,1620393325,1620393326,1620393327,1620393328,1620393329,1620393330,1620393331,1620393332,1620393333,1620393334,1620393335,1620393336,1620393337,1620393338,1620393339,1620393340,1620393341,1620393342,1620393343,1620393344,1620393345,1620393346,1620393347,1620393348,1620393349,1620393350,1620393351,1620393352,1620393353,1620393354,1620393355,1620393356,1620393357,1620393358,1620393359,1620393360,1620393361,1620393362,1620393363,1620393364,1620393365,1620393366,1620393367,1620393368,1620393369,1620393370,1620393371,1620393372,1620393373,1620393374,1620393375,1620393376,1620393377,1620393378,1620393379,1620393380,1620393381,1620393382,1620393383,1620393384,1620393385,1620393386,1620393387,1620393388,1620393389,1620393390,1620393391,1620393392,1620393393,1620393394,1620393395,1620393396,1620393397,1620393398,1620393399
audio_bitsReceivedPerSecond,271128.0,330016.0,445648.0,471368.0,413904.0,466736.0,483584.0,476632.0,474704.0,486504.0,502216.0,458928.0,471864.0,534528.0,477512.0,473472.0,511792.0,477104.0,471848.0,507856.0,481864.0,497680.0,489032.0,502176.0,494000.0,452328.0,495888.0,430088.0,347456.0,374808.0,359936.0,353696.0,373928.0,365352.0,422880.0,398752.0,439248.0,434984.0,429848.0,485144.0,464696.0,457728.0,476384.0,471872.0,497504.0,464456.0,515272.0,500840.0,475936.0,528104.0,504680.0,516400.0,543168.0,512832.0,534496.0,522456.0,566648.0,564072.0,534928.0,483816.0,491056.0,474496.0,475104.0,486680.0,502864.0,493360.0,522392.0,456528.0,485504.0,488616.0,479904.0,502600.0,454584.0,375344.0,379296.0,386568.0,416008.0,400968.0,397432.0,453168.0,459464.0,478536.0,473136.0,475848.0,514288.0,471872.0,501472.0,481344.0,479920.0,500208.0,490936.0,478448.0,463600.0,451352.0,444672.0,413176.0,445664.0,442200.0,432376.0,495848.0,475640.0,462184.0,477040.0,419080.0,433384.0,421864.0,493192.0,451000.0,471064.0,489984.0,494000.0,475128.0,493296.0,498408.0,496416.0,489424.0,506976.0,478464.0,500472.0,512824.0,508856.0,512800.0
audio_bitsSentPerSecond,310928.0,371704.0,247440.0,254352.0,271792.0,266096.0,251680.0,252088.0,260008.0,257584.0,266128.0,259576.0,251336.0,241944.0,265920.0,258896.0,253592.0,245600.0,265408.0,261824.0,258912.0,254000.0,248256.0,250440.0,267144.0,266096.0,254176.0,242056.0,263648.0,252312.0,271520.0,268256.0,261544.0,248640.0,273104.0,260424.0,259192.0,246712.0,277152.0,257504.0,258752.0,265024.0,250680.0,246616.0,281616.0,266856.0,262680.0,255376.0,275952.0,256392.0,259664.0,261136.0,254648.0,242000.0,257056.0,274176.0,260096.0,242976.0,279560.0,256080.0,253016.0,264184.0,261920.0,253168.0,271296.0,269648.0,284672.0,263944.0,291512.0,261472.0,265560.0,270808.0,259376.0,255160.0,264800.0,268312.0,270048.0,246712.0,279928.0,261216.0,263312.0,271008.0,260768.0,252704.0,271616.0,260512.0,280280.0,243928.0,269416.0,254368.0,262296.0,259968.0,253448.0,248680.0,267744.0,259880.0,270152.0,247256.0,286032.0,266832.0,264088.0,286080.0,263752.0,242624.0,273264.0,265688.0,275016.0,253984.0,273128.0,257200.0,261568.0,262128.0,262472.0,252256.0,271736.0,264608.0,275496.0,260072.0,265544.0,263776.0,257704.0,268056.0
audio_packetsSentPerSecond,135.0,144.0,138.0,137.0,135.0,138.0,137.0,135.0,137.0,138.0,134.0,137.0,140.0,133.0,137.0,138.0,136.0,137.0,136.0,138.0,136.0,137.0,137.0,136.0,137.0,138.0,137.0,135.0,136.0,136.0,137.0,139.0,136.0,134.0,137.0,135.0,139.0,135.0,137.0,135.0,138.0,135.0,136.0,137.0,135.0,136.0,138.0,135.0,137.0,137.0,136.0,136.0,141.0,137.0,134.0,139.0,135.0,135.0,138.0,137.0,134.0,136.0,135.0,140.0,135.0,135.0,135.0,140.0,135.0,134.0,140.0,136.0,135.0,136.0,137.0,135.0,138.0,134.0,136.0,139.0,138.0,137.0,135.0,135.0,138.0,138.0,139.0,136.0,135.0,135.0,139.0,135.0,137.0,137.0,134.0,140.0,135.0,136.0,135.0,136.0,136.0,135.0,139.0,134.0,138.0,137.0,135.0,136.0,138.0,137.0,136.0,136.0,135.0,136.0,134.0,138.0,139.0,137.0,132.0,140.0,136.0,134.0
audio_googLocalAddress,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337,35.238.104.72:58337
audio_googRemoteAddress,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000
audio_googRtt,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
