bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0,4927428.0
bweforvideo-googBucketDelay,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1620373925,1620373926,1620373927,1620373928,1620373929,1620373930,1620373931,1620373932,1620373933,1620373934,1620373935,1620373936,1620373937,1620373938,1620373939,1620373940,1620373941,1620373942,1620373943,1620373944,1620373945,1620373946,1620373947,1620373948,1620373949,1620373950,1620373951,1620373952,1620373953,1620373954,1620373955,1620373956,1620373957,1620373958,1620373959,1620373960,1620373961,1620373962,1620373963,1620373964,1620373965,1620373966,1620373967,1620373968,1620373969,1620373970,1620373971,1620373972,1620373973,1620373974,1620373975,1620373976,1620373977,1620373978,1620373979,1620373980,1620373981,1620373982,1620373983,1620373984,1620373985,1620373986,1620373987,1620373988,1620373989,1620373990,1620373991,1620373992,1620373993,1620373994,1620373995,1620373996,1620373997,1620373998,1620373999,1620374000,1620374001,1620374002,1620374003,1620374004,1620374005,1620374006,1620374007,1620374008,1620374009,1620374010,1620374011,1620374012,1620374013,1620374014,1620374015,1620374016,1620374017,1620374018
audio_bitsReceivedPerSecond,282648.0,181056.0,298344.0,365464.0,457624.0,456368.0,439592.0,328944.0,268776.0,289720.0,286352.0,303576.0,298032.0,297360.0,320816.0,284512.0,303056.0,273928.0,293456.0,303624.0,296200.0,327648.0,371144.0,334648.0,357184.0,340240.0,319888.0,296072.0,314328.0,296040.0,337504.0,306904.0,329256.0,287872.0,349824.0,288880.0,267336.0,292808.0,338264.0,375208.0,374904.0,428640.0,460864.0,417520.0,456008.0,448040.0,401088.0,366936.0,377064.0,415408.0,483336.0,479848.0,485992.0,403424.0,452984.0,430256.0,422376.0,444344.0,500696.0,493072.0,477168.0,487216.0,499800.0,457432.0,512552.0,488992.0,529472.0,497208.0,499648.0,510688.0,516248.0,551064.0,554432.0,502400.0,456120.0,394208.0,321320.0,315000.0,274088.0,290040.0,315200.0,351928.0,337848.0,379896.0,348744.0,328672.0,334192.0,285408.0,299088.0,307272.0,321752.0,354288.0,358592.0,321056.0
audio_bitsSentPerSecond,354232.0,294032.0,238744.0,273328.0,266592.0,299296.0,267752.0,296336.0,274048.0,257768.0,291008.0,260792.0,259272.0,269912.0,264568.0,281056.0,248016.0,246672.0,295200.0,271408.0,299304.0,266672.0,257928.0,272072.0,266928.0,287288.0,243512.0,281872.0,265776.0,252568.0,285200.0,256672.0,254728.0,268264.0,265144.0,283888.0,242928.0,259800.0,277808.0,254088.0,285488.0,257000.0,249432.0,265808.0,265520.0,281400.0,234008.0,272848.0,257336.0,244944.0,276400.0,274056.0,236584.0,248712.0,260440.0,276600.0,241896.0,253376.0,273272.0,251656.0,273432.0,251816.0,257248.0,258904.0,272312.0,282296.0,246880.0,279512.0,260768.0,251976.0,275592.0,255312.0,251480.0,257336.0,265280.0,272640.0,242008.0,252208.0,268688.0,258768.0,278032.0,262944.0,249912.0,253656.0,266320.0,275760.0,250904.0,276384.0,252664.0,250496.0,272736.0,260288.0,246488.0,260128.0
audio_packetsSentPerSecond,140.0,136.0,134.0,138.0,136.0,135.0,137.0,139.0,137.0,137.0,137.0,132.0,139.0,132.0,135.0,137.0,137.0,136.0,134.0,138.0,137.0,135.0,138.0,136.0,136.0,139.0,137.0,136.0,136.0,134.0,138.0,136.0,136.0,137.0,134.0,138.0,136.0,136.0,136.0,137.0,136.0,137.0,139.0,133.0,135.0,140.0,132.0,137.0,139.0,137.0,137.0,137.0,138.0,136.0,139.0,138.0,135.0,136.0,136.0,138.0,137.0,133.0,139.0,135.0,140.0,138.0,138.0,136.0,137.0,135.0,139.0,136.0,139.0,136.0,137.0,139.0,135.0,136.0,136.0,137.0,134.0,137.0,138.0,135.0,139.0,136.0,137.0,137.0,135.0,137.0,138.0,138.0,134.0,136.0
audio_googLocalAddress,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620,34.67.229.81:52620
audio_googRemoteAddress,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000
audio_googRtt,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
audio_send_bitsSentPerSecond_44083062,32640.0,31392.0,39344.0,35312.0,32016.0,42000.0,41304.0,41000.0,33200.0,31864.0,30784.0,29080.0,31712.0,30240.0,26416.0,25176.0,24728.0,19400.0,41912.0,42000.0,38528.0,35248.0,30600.0,30368.0,28984.0,28696.0,26088.0,31632.0,26880.0,26504.0,26072.0,25216.0,25832.0,26440.0,26600.0,25856.0,26488.0,26288.0,25872.0,26336.0,25640.0,23712.0,19768.0,26352.0,25880.0,24864.0,18392.0,18320.0,18920.0,18960.0,18320.0,18320.0,21792.0,19088.0,20168.0,19584.0,19216.0,20056.0,22528.0,18968.0,18432.0,19304.0,24472.0,23272.0,27704.0,26224.0,25512.0,26280.0,25904.0,21664.0,19208.0,18944.0,18920.0,22160.0,19584.0,19696.0,18320.0,20848.0,20240.0,26200.0,26392.0,24632.0,19464.0,18960.0,20344.0,26880.0,23496.0,23224.0,22248.0,19544.0,21112.0,20192.0,19584.0,24712.0
audio_send_packetsLost_44083062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond_44083062,50.0,50.0,49.0,50.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,50.0,49.0,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,48.0,51.0,50.0,50.0,49.0,50.0,50.0,50.0,49.0,50.0,50.0,50.0,48.0,50.0,50.0,50.0,49.0,49.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,49.0,50.0,49.0,50.0,50.0,49.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,50.0,49.0,50.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0
