bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,301000.0,32364.0,39364.0,42364.0,46753.0,51493.0,56612.0,62141.0,68112.0,74561.0,81526.0,89048.0,97172.0,105946.0,115422.0,125656.0,136708.0,148645.0,161537.0,175460.0,190497.0,113725.0,123823.0,100254.0,109274.0,118069.0,128515.0,139796.0,151980.0,165138.0,179349.0,193207.0,209664.0,118961.0,129478.0,140836.0,153103.0,164974.0,179172.0,194506.0,211066.0,228951.0,248267.0,269128.0,289277.0,313419.0,225183.0,243118.0,263567.0,285652.0,308267.0,333072.0,359902.0,388892.0,420156.0,453863.0,490587.0,530310.0,572812.0,618818.0,665951.0,429104.0,461011.0,335877.0,357586.0,381839.0,409464.0,441285.0,476760.0,515052.0,556460.0
bweforvideo-googBucketDelay,0.0,0.0,110.0,670.0,331.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541185197,1541185198,1541185199,1541185200,1541185201,1541185202,1541185203,1541185204,1541185205,1541185206,1541185207,1541185208,1541185209,1541185210,1541185211,1541185212,1541185213,1541185214,1541185215,1541185216,1541185217,1541185218,1541185219,1541185220,1541185221,1541185222,1541185223,1541185224,1541185225,1541185226,1541185227,1541185228,1541185229,1541185230,1541185231,1541185232,1541185233,1541185234,1541185235,1541185236,1541185237,1541185238,1541185239,1541185240,1541185241,1541185242,1541185243,1541185244,1541185245,1541185246,1541185247,1541185248,1541185249,1541185250,1541185251,1541185252,1541185253,1541185254,1541185255,1541185256,1541185257,1541185258,1541185259,1541185260,1541185261,1541185262,1541185263,1541185264,1541185265,1541185266,1541185267,1541185268,1541185269
audio_bitsReceivedPerSecond,-1,-1,0.0,391467.1968190855,166855.99194360524,183008.0,264495.5044955045,195955.95595595596,201190.8091908092,225457.45745745747,253266.73326673327,304231.7682317682,247112.0,270912.0,271016.0,308232.0,315667.6676676677,304575.4245754246,314568.0,334558.5585585586,344856.0,367408.0,381392.0,411296.0,440936.0,463824.1758241758,428336.0,367695.3907815631,328080.0,262449.55044955044,255648.0,183807.8078078078,205074.92507492506,217369.36936936938,216311.6883116883,228552.0,247959.95995995996,261642.35764235765,287024.0,296792.7927927928,337326.67332667334,345032.0,389536.0,394106.10610610613,296663.33666333667,286022.02202202205,302849.15084915084,305841.8418418418,350209.7902097902,350704.0,411352.0,416928.0,432304.0,491856.0,492640.0,601832.0,632080.0,585064.0,654752.0,487176.0,549240.0,524504.0,559735.7357357357,571284.7152847153,615592.0,678910.9109109109,546789.2107892107,534384.0,609880.0,608576.0,709344.0,706010.01001001,633614.3856143856
audio_bitsSentPerSecond,-1,-1,0.0,234353.87673956263,105877.13997985901,65120.0,70121.87812187812,75315.31531531531,84259.74025974025,95943.94394394394,97878.12187812188,102305.69430569431,111096.0,114528.0,178144.0,130304.0,152000.0,145014.98501498502,166080.0,228828.82882882882,184656.0,195448.0,206968.0,186064.0,166584.0,155276.72327672326,161432.0,153274.54909819638,154480.0,171580.41958041958,173480.0,190966.96696696695,209102.8971028971,219563.56356356357,224503.4965034965,185240.0,209273.27327327328,193862.13786213787,196384.0,213509.50950950952,220387.61238761237,248824.0,263680.0,279015.01501501503,275420.5794205794,276572.57257257256,318337.66233766236,345577.57757757755,299332.66733266733,320512.0,319720.0,334568.0,354808.0,377296.0,381688.0,398112.0,461480.0,473920.0,460512.0,519512.0,537824.0,629208.0,672264.2642642643,662097.9020979021,516672.0,430398.3983983984,393070.92907092907,415568.0,436696.0,473696.0,494272.0,547195.1951951951,591584.4155844155
audio_packetsSentPerSecond,-1,-1,0.0,89.46322067594433,64.45115810674723,65.0,62.93706293706294,63.06306306306306,66.93306693306694,66.06606606606607,68.93106893106894,69.93006993006993,73.0,75.0,82.0,79.0,83.08308308308308,82.91708291708292,96.0,112.11211211211211,127.0,127.0,129.0,125.0,123.0,122.87712287712287,121.0,122.24448897795591,125.0,124.87512487512487,124.0,127.12712712712712,128.87112887112886,130.13013013013014,129.87012987012986,127.0,123.12312312312312,125.87412587412588,127.0,127.12712712712712,127.87212787212788,129.0,133.0,131.13113113113113,134.86513486513488,132.13213213213214,130.86913086913086,132.13213213213214,131.86813186813185,132.0,133.0,133.0,135.0,132.0,135.0,132.0,133.0,135.0,134.0,145.0,145.0,170.0,180.18018018018017,178.82117882117882,141.0,138.13813813813815,132.86713286713288,131.0,136.0,132.0,139.0,143.14314314314313,151.84815184815184
audio_googLocalAddress,-1,-1,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372,10.164.0.9:37372
audio_googRemoteAddress,-1,-1,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967,10.164.0.8:55967
audio_googRtt,-1,-1,165.0,124.0,93.0,93.0,93.0,70.0,70.0,52.0,52.0,52.0,39.0,39.0,29.0,29.0,29.0,22.0,22.0,17.0,17.0,17.0,13.0,13.0,10.0,10.0,10.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
