bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,505815.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0,511901.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1620386010,1620386011,1620386012,1620386013,1620386014,1620386015,1620386016,1620386017,1620386018,1620386019,1620386020,1620386021,1620386022,1620386023,1620386024,1620386025,1620386026,1620386027,1620386028,1620386029,1620386030,1620386031,1620386032,1620386033,1620386034,1620386035,1620386036,1620386037,1620386038,1620386039,1620386040,1620386041,1620386042,1620386043,1620386044,1620386045,1620386046,1620386047,1620386048,1620386049,1620386050,1620386051,1620386052,1620386053,1620386054,1620386055,1620386056,1620386057,1620386058,1620386059,1620386060,1620386061,1620386062,1620386063,1620386064,1620386065,1620386066,1620386067,1620386068,1620386069,1620386070,1620386071,1620386072,1620386073,1620386074,1620386075,1620386076,1620386077,1620386078,1620386079,1620386080,1620386081,1620386082,1620386083,1620386084,1620386085,1620386086,1620386087,1620386088,1620386089,1620386090,1620386091,1620386092,1620386093,1620386094,1620386095,1620386096,1620386097,1620386098,1620386099,1620386100,1620386101,1620386102,1620386103,1620386104,1620386105,1620386106,1620386107,1620386108,1620386109,1620386110,1620386111,1620386112,1620386113,1620386114,1620386115,1620386116,1620386117,1620386118,1620386119,1620386120,1620386121,1620386122,1620386123,1620386124,1620386125,1620386126,1620386127,1620386128,1620386129,1620386130,1620386131
audio_bitsReceivedPerSecond,11072.0,155352.0,447872.0,503288.0,562608.0,569776.0,533928.0,520400.0,439912.0,398288.0,432480.0,459136.0,445392.0,450760.0,494144.0,482344.0,536360.0,505312.0,527336.0,493192.0,469496.0,501248.0,490944.0,485976.0,489464.0,472504.0,472744.0,446552.0,437784.0,456056.0,458896.0,484600.0,466192.0,466840.0,493640.0,503720.0,502272.0,486608.0,517896.0,505696.0,518336.0,526456.0,506008.0,397272.0,438064.0,461664.0,482536.0,458808.0,460936.0,456616.0,481064.0,517224.0,474088.0,479136.0,467904.0,484872.0,515736.0,482904.0,495872.0,476792.0,475176.0,494728.0,490072.0,457536.0,441816.0,418280.0,431736.0,406336.0,436544.0,473496.0,454648.0,443352.0,384000.0,370768.0,383648.0,384472.0,415832.0,382888.0,364504.0,358960.0,338032.0,364104.0,342640.0,342088.0,362480.0,376672.0,394616.0,374272.0,395304.0,407936.0,355448.0,380496.0,344528.0,335928.0,349880.0,344608.0,356256.0,317096.0,359024.0,354624.0,352736.0,400264.0,375296.0,378776.0,387376.0,393056.0,433648.0,391808.0,423912.0,452200.0,431712.0,474832.0,445432.0,436760.0,455608.0,461128.0,484568.0,456616.0,497736.0,472880.0,470488.0,499768.0
audio_bitsSentPerSecond,164776.0,318920.0,269128.0,280688.0,257792.0,269000.0,248480.0,247000.0,266120.0,247656.0,251224.0,266080.0,257472.0,270704.0,249952.0,261976.0,254776.0,250984.0,270824.0,252208.0,243344.0,257608.0,255880.0,275912.0,246224.0,269536.0,251920.0,246576.0,270416.0,250872.0,247184.0,256360.0,259872.0,271928.0,244592.0,270104.0,252936.0,247736.0,270088.0,250720.0,245864.0,253928.0,256696.0,277048.0,241104.0,275968.0,253840.0,253360.0,295504.0,271640.0,256568.0,265104.0,289000.0,263424.0,262600.0,287744.0,268688.0,254304.0,277312.0,257880.0,257448.0,263256.0,262016.0,282552.0,247920.0,273976.0,260368.0,252792.0,277448.0,259656.0,256752.0,263408.0,264616.0,282056.0,243936.0,274704.0,256592.0,247752.0,270736.0,253904.0,252824.0,257568.0,256816.0,273024.0,243800.0,272768.0,252496.0,248928.0,271048.0,253504.0,254504.0,255728.0,258880.0,274504.0,246064.0,279224.0,251320.0,251208.0,269128.0,255344.0,254888.0,262024.0,289968.0,255968.0,241712.0,272768.0,252704.0,249592.0,272464.0,260688.0,261408.0,258912.0,260232.0,269344.0,248920.0,272664.0,251456.0,252160.0,264824.0,260488.0,255136.0,266968.0
audio_packetsSentPerSecond,99.0,140.0,135.0,139.0,134.0,139.0,138.0,134.0,137.0,138.0,136.0,136.0,137.0,138.0,136.0,139.0,137.0,135.0,136.0,137.0,137.0,136.0,134.0,140.0,137.0,139.0,136.0,135.0,137.0,137.0,135.0,137.0,136.0,139.0,135.0,140.0,136.0,137.0,135.0,137.0,136.0,136.0,136.0,136.0,135.0,138.0,137.0,135.0,138.0,133.0,137.0,137.0,143.0,137.0,137.0,138.0,137.0,136.0,140.0,138.0,136.0,138.0,137.0,139.0,137.0,138.0,135.0,138.0,136.0,138.0,135.0,139.0,136.0,138.0,138.0,139.0,136.0,135.0,136.0,137.0,138.0,138.0,135.0,138.0,135.0,138.0,135.0,136.0,136.0,136.0,138.0,140.0,134.0,138.0,134.0,141.0,137.0,136.0,136.0,137.0,136.0,136.0,141.0,134.0,137.0,140.0,139.0,135.0,138.0,136.0,136.0,138.0,136.0,136.0,135.0,141.0,136.0,136.0,134.0,138.0,135.0,138.0
audio_googLocalAddress,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486,34.67.229.81:40486
audio_googRemoteAddress,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000
audio_googRtt,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
