bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0,1843599.0
bweforvideo-googBucketDelay,2.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,4.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1620380928,1620380929,1620380930,1620380931,1620380932,1620380933,1620380934,1620380935,1620380936,1620380937,1620380938,1620380939,1620380940,1620380941,1620380942,1620380943,1620380944,1620380945,1620380946,1620380947,1620380948,1620380949,1620380950,1620380951,1620380952,1620380953,1620380954,1620380955,1620380956,1620380957,1620380958,1620380959,1620380960,1620380961,1620380962,1620380963,1620380964,1620380965,1620380966,1620380967,1620380968,1620380969,1620380970,1620380971,1620380972,1620380973,1620380974,1620380975,1620380976,1620380977,1620380978,1620380979,1620380980,1620380981,1620380982,1620380983,1620380984,1620380985,1620380986,1620380987,1620380988,1620380989,1620380990,1620380991,1620380992,1620380993,1620380994,1620380995,1620380996,1620380997,1620380998,1620380999,1620381000,1620381001,1620381002,1620381003,1620381004,1620381005,1620381006,1620381007,1620381008,1620381009,1620381010,1620381011,1620381012,1620381013,1620381014,1620381015,1620381016,1620381017,1620381018,1620381019,1620381020,1620381021,1620381022,1620381023,1620381024,1620381025,1620381026,1620381027,1620381028,1620381029,1620381030,1620381031,1620381032,1620381033,1620381034,1620381035,1620381036,1620381037,1620381038,1620381039,1620381040,1620381041,1620381042,1620381043
audio_bitsReceivedPerSecond,0.0,472104.0,446016.0,503160.0,465472.0,401408.0,409536.0,415856.0,423264.0,436368.0,442184.0,453584.0,436320.0,469544.0,479448.0,491776.0,472368.0,486568.0,475120.0,478184.0,484360.0,493792.0,487488.0,494064.0,505488.0,494096.0,486992.0,503744.0,437256.0,467952.0,459624.0,484784.0,475568.0,485216.0,501064.0,498936.0,480664.0,484784.0,504432.0,523464.0,487336.0,536872.0,543904.0,533840.0,567264.0,558392.0,550304.0,573240.0,588024.0,623048.0,585960.0,538824.0,494800.0,472632.0,506304.0,526192.0,494224.0,510120.0,524928.0,488792.0,395440.0,518288.0,493144.0,494680.0,494648.0,452728.0,507592.0,543120.0,494472.0,508672.0,492864.0,406728.0,372904.0,378256.0,409600.0,391232.0,392488.0,432640.0,447560.0,472104.0,435888.0,468536.0,468080.0,459600.0,495680.0,476280.0,459688.0,478448.0,494200.0,506520.0,496816.0,499456.0,518968.0,471120.0,448064.0,406960.0,401080.0,395504.0,394208.0,408640.0,371992.0,401480.0,406696.0,400360.0,448976.0,437272.0,439912.0,462312.0,457328.0,500160.0,415512.0,377248.0,378352.0,348008.0,380080.0,374584.0
audio_bitsSentPerSecond,0.0,382352.0,291200.0,306712.0,264912.0,288640.0,245432.0,250904.0,270672.0,252408.0,248112.0,251568.0,263304.0,272448.0,244560.0,271736.0,250560.0,249304.0,268176.0,252280.0,252448.0,246648.0,268408.0,263624.0,247472.0,282208.0,241952.0,249872.0,268640.0,255440.0,247544.0,254464.0,264976.0,261392.0,252784.0,269656.0,249512.0,253328.0,262440.0,257376.0,252672.0,250672.0,264096.0,264528.0,251080.0,281664.0,240184.0,249336.0,264136.0,256944.0,249032.0,292880.0,240216.0,253608.0,254304.0,270520.0,248720.0,249896.0,263192.0,259184.0,249440.0,250968.0,267072.0,260400.0,257344.0,282040.0,240064.0,250808.0,278728.0,276344.0,264984.0,253736.0,265544.0,255808.0,259528.0,275144.0,259448.0,254296.0,264176.0,261624.0,255472.0,254040.0,266736.0,259512.0,260272.0,284872.0,248808.0,250712.0,261224.0,261656.0,263840.0,262720.0,274104.0,260672.0,265512.0,277832.0,256800.0,246416.0,259904.0,264864.0,253472.0,290608.0,246392.0,256176.0,254896.0,279856.0,244776.0,249920.0,258056.0,259936.0,256584.0,247816.0,266080.0,260864.0,272040.0,274480.0
audio_packetsSentPerSecond,0.0,147.0,137.0,137.0,136.0,139.0,135.0,135.0,138.0,134.0,139.0,136.0,135.0,138.0,140.0,140.0,134.0,137.0,135.0,132.0,140.0,133.0,137.0,137.0,137.0,139.0,137.0,135.0,139.0,134.0,136.0,141.0,136.0,136.0,138.0,135.0,136.0,139.0,136.0,136.0,136.0,137.0,134.0,139.0,137.0,137.0,137.0,134.0,137.0,136.0,135.0,145.0,137.0,135.0,141.0,137.0,138.0,137.0,137.0,136.0,136.0,137.0,135.0,138.0,137.0,138.0,136.0,140.0,138.0,136.0,137.0,138.0,138.0,134.0,138.0,136.0,137.0,137.0,138.0,137.0,135.0,139.0,136.0,136.0,138.0,143.0,134.0,135.0,138.0,132.0,138.0,136.0,137.0,136.0,139.0,140.0,137.0,135.0,135.0,139.0,134.0,143.0,138.0,135.0,136.0,139.0,135.0,138.0,137.0,139.0,138.0,135.0,139.0,136.0,137.0,139.0
audio_googLocalAddress,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225,35.238.104.72:40225
audio_googRemoteAddress,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000
audio_googRtt,33.0,31.0,30.0,30.0,29.0,29.0,29.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
