bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,328876.0,289693.0,289693.0,289693.0,163677.0,177771.0,177771.0,177771.0,138619.0,150709.0,150709.0,141584.0,153911.0,167224.0,181602.0,197130.0,213900.0,232012.0,251573.0,272699.0,295515.0,320156.0,346768.0,372288.0,266230.0,266230.0,266230.0,232951.0,232951.0,252587.0,252587.0,173653.0,188545.0,204629.0,179849.0,195237.0,211856.0,229804.0,249188.0,270123.0,292733.0,255827.0,255827.0,255827.0,149478.0,162436.0,176431.0,132323.0,143909.0,90736.0,98995.0,107915.0,117548.0,127952.0,139188.0,151323.0,164429.0,178583.0,193870.0,210380.0,159429.0,132033.0,94426.0,96426.0,105140.0,114551.0,124715.0,135692.0,147547.0,160351.0,174179.0,189113.0,205242.0,222661.0,241474.0,184097.0,161436.0,97478.0,99464.0,103725.0,110140.0,117439.0,125594.0,135909.0,146528.0,159250.0,172990.0,187829.0,203855.0,167468.0,177772.0,133834.0
bweforvideo-googBucketDelay,0.0,0.0,20.0,0.0,2.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,37.0,0.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1547996471,1547996472,1547996473,1547996474,1547996475,1547996476,1547996477,1547996478,1547996479,1547996480,1547996481,1547996482,1547996483,1547996484,1547996485,1547996486,1547996487,1547996488,1547996489,1547996490,1547996491,1547996492,1547996493,1547996494,1547996495,1547996496,1547996497,1547996498,1547996499,1547996500,1547996501,1547996502,1547996503,1547996504,1547996505,1547996506,1547996507,1547996508,1547996509,1547996510,1547996511,1547996512,1547996513,1547996514,1547996515,1547996516,1547996517,1547996518,1547996519,1547996520,1547996521,1547996522,1547996523,1547996524,1547996525,1547996526,1547996527,1547996528,1547996529,1547996530,1547996531,1547996532,1547996533,1547996534,1547996535,1547996536,1547996537,1547996538,1547996539,1547996540,1547996541,1547996542,1547996543,1547996544,1547996545,1547996546,1547996547,1547996548,1547996549,1547996550,1547996551,1547996552,1547996553,1547996554,1547996555,1547996556,1547996557,1547996558,1547996559,1547996560,1547996561,1547996562
audio_bitsReceivedPerSecond,0.0,220444.44444444444,205457.36434108528,229904.0,232088.0,235384.0,255480.0,247232.0,268792.0,186888.0,233400.0,149136.0,180440.0,202632.0,214976.0,202333.66633366633,232552.0,245933.93393393393,274000.0,271896.0,283748.2517482517,314704.0,278177.8221778222,344640.64064064063,227392.0,267224.0,279271.2712712713,247392.6073926074,268304.0,285696.0,281137.1371371371,297520.0,316451.54845154844,312088.0,281230.76923076925,314930.1397205589,334496.0,232152.30460921844,309394.6053946054,269540.9181636727,235542.1686746988,278358.3583583584,279248.0,264712.0,323536.0,308096.0,296248.0,324160.0,362544.0,291680.0,325634.36563436565,377721.7217217217,352183.8161838162,376816.0,299984.0,280888.0,273105.1051051051,297544.0,348451.54845154844,242698.6986986987,291884.11588411586,269933.9339339339,208112.0,256232.0,237752.0,222169.83016983018,237856.0,254976.0,286904.0,287328.0,324964.96496496495,346421.5784215784,338138.13813813817,379368.0,330312.0,330696.0,403388.6113886114,278736.0,348920.0,319224.0,277536.0,319135.13513513515,315160.0,329166.83316683315,317093.0930930931,311584.4155844156,367319.31931931933,291596.4035964036,327735.73573573574,336895.1048951049,362098.0980980981,401550.44955044956
audio_bitsSentPerSecond,0.0,270691.63545568037,239524.54780361758,243344.0,252432.0,229584.0,224776.0,199568.0,156800.0,160680.0,193680.0,198912.0,190192.0,177856.0,193528.0,218237.76223776225,226256.0,248464.46446446446,269416.0,239304.0,322573.4265734266,333288.0,202901.0989010989,268700.7007007007,272776.0,224536.0,232704.7047047047,213834.16583416585,151256.0,232008.0,242058.05805805806,250560.0,219148.85114885116,206032.0,216839.16083916085,236303.39321357285,235824.0,258100.2004008016,211868.13186813187,261085.82834331336,248289.156626506,219131.13113113114,238984.0,261312.0,230320.0,163552.0,195208.0,236104.0,167144.0,209408.0,144479.5204795205,136680.68068068067,175120.8791208791,163608.0,148256.0,172952.0,193033.03303303305,220472.0,217814.18581418582,245797.7977977978,240655.34465534464,205285.2852852853,162104.0,120992.0,129928.0,125386.61338661339,147000.0,169056.0,173752.0,194384.0,203603.6036036036,210405.5944055944,242778.77877877877,233872.0,230352.0,264160.0,227972.02797202798,181952.0,118536.0,161448.0,151088.0,132116.1161161161,171328.0,168047.95204795204,153441.44144144145,179852.14785214784,196044.04404404404,221490.5094905095,223783.7837837838,247304.6953046953,218834.83483483482,211148.85114885116
audio_packetsSentPerSecond,0.0,149.81273408239701,139.53488372093022,161.0,206.0,134.0,136.0,138.0,132.0,126.0,137.0,132.0,136.0,128.0,132.0,131.86813186813185,137.0,134.13413413413414,139.0,152.0,191.80819180819182,210.0,186.8131868131868,199.1991991991992,192.0,149.0,141.14114114114113,142.85714285714286,149.0,138.0,136.13613613613614,140.0,143.85614385614386,134.0,135.86413586413587,136.72654690618762,136.0,136.27254509018036,149.85014985014985,171.6566866267465,194.77911646586347,201.2012012012012,142.0,141.0,156.0,131.0,136.0,135.0,131.0,131.0,115.88411588411589,131.13113113113113,129.87012987012986,126.0,131.0,130.0,135.13513513513513,134.0,130.86913086913086,141.14114114114113,136.86313686313687,134.13413413413414,97.0,100.0,124.0,126.87312687312688,129.0,128.0,132.0,133.0,136.13613613613614,134.86513486513488,136.13613613613614,135.0,136.0,152.0,133.86613386613388,110.0,121.0,127.0,126.0,130.13013013013014,130.0,129.87012987012986,128.12812812812814,130.86913086913086,133.13313313313313,131.86813186813185,135.13513513513513,137.86213786213787,136.13613613613614,133.86613386613388
audio_googLocalAddress,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293,35.204.92.114:46293
audio_googRemoteAddress,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000
audio_googRtt,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2853.0,2853.0,2853.0,2931.0,2931.0,2813.0,2813.0,2602.0,2602.0,2319.0,2319.0,2319.0,2232.0,2232.0,2234.0,2234.0,2234.0,2313.0,2313.0,2313.0,2313.0,2313.0,2313.0,2313.0,2313.0,2380.0,2380.0,2387.0,2387.0,2405.0,2405.0,2405.0,2491.0,2491.0,2514.0,2514.0,2514.0,2508.0,2508.0,2463.0,2463.0,2337.0,2337.0,2094.0,2094.0,2094.0,1873.0,1511.0,1511.0,1139.0,1139.0,1139.0,860.0,860.0,860.0,710.0,710.0,538.0,538.0,409.0,409.0,409.0,313.0,313.0,241.0,241.0,241.0,189.0,189.0,189.0,239.0,239.0,185.0,185.0,145.0,145.0,145.0,115.0,115.0,92.0,92.0,92.0,75.0,75.0
