bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,342316.0,358033.0,379363.0,407218.0,435696.0,467112.0,502811.0,542701.0,586464.0,634026.0,685748.0,393636.0,409721.0,442419.0,478813.0,516694.0,434601.0,412255.0,439615.0,320628.0,342865.0,366459.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0
timestamp,1541187126,1541187127,1541187128,1541187129,1541187130,1541187131,1541187132,1541187133,1541187134,1541187135,1541187136,1541187137,1541187138,1541187139,1541187140,1541187141,1541187142,1541187143,1541187144,1541187145,1541187146,1541187147
audio_bitsReceivedPerSecond,0.0,216106.47737355813,227436.55413271245,221304.0,263384.0,190288.0,207456.0,222216.0,252120.0,288160.0,326640.0,374600.0,404280.0,402792.0,491352.0,507336.0,568712.0,435952.0,274333.66633366636,187848.0,272264.0,197976.0
audio_bitsSentPerSecond,0.0,408134.8713398403,399664.72642607684,412112.0,449328.0,503464.0,536392.0,547848.0,621536.0,622840.0,661552.0,666272.0,500816.0,459688.0,483912.0,545048.0,543464.0,509784.0,510633.3666333666,438120.0,351512.0,405640.0
audio_packetsSentPerSecond,0.0,188.99733806566104,193.24796274738068,195.0,198.0,197.0,201.0,205.0,211.0,215.0,215.0,207.0,202.0,198.0,201.0,201.0,202.0,200.0,202.7972027972028,175.0,193.0,195.0
audio_googLocalAddress,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081,35.204.125.129:35081
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,32.0,32.0,28.0,28.0,25.0,25.0,25.0,22.0,22.0,20.0,20.0,20.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0
