bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,301000.0,239699.0,222686.0,225418.0,227363.0,227224.0,227224.0,227852.0,231789.0,179087.0,191087.0,207374.0,224964.0,243961.0,264478.0,286636.0,195355.0,211311.0,136296.0,136296.0,147174.0,104009.0,108448.0,117558.0,127963.0,139200.0,151336.0,164443.0,178598.0,192905.0,145551.0,101365.0,102130.0,110879.0,120098.0,130514.0,141955.0,154311.0,167656.0,179570.0,194936.0,210941.0,228816.0,248121.0,268971.0,291489.0,175568.0,179160.0,194493.0,211052.0,228936.0,248251.0,269111.0,291640.0,309815.0,335600.0,197861.0,197861.0,214690.0,232865.0,252494.0,273694.0,296590.0,203181.0,220435.0,239070.0,259196.0,280932.0,304407.0,329760.0,357141.0,189723.0,189723.0,205901.0,223373.0,242243.0,262622.0,284632.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1544722357,1544722358,1544722359,1544722360,1544722361,1544722362,1544722363,1544722364,1544722365,1544722366,1544722367,1544722368,1544722369,1544722370,1544722371,1544722372,1544722373,1544722374,1544722375,1544722376,1544722377,1544722378,1544722379,1544722380,1544722381,1544722382,1544722383,1544722384,1544722385,1544722386,1544722387,1544722388,1544722389,1544722390,1544722391,1544722392,1544722393,1544722394,1544722395,1544722396,1544722397,1544722398,1544722399,1544722400,1544722401,1544722402,1544722403,1544722404,1544722405,1544722406,1544722407,1544722408,1544722409,1544722410,1544722411,1544722412,1544722413,1544722414,1544722415,1544722416,1544722417,1544722418,1544722419,1544722420,1544722421,1544722422,1544722423,1544722424,1544722425,1544722426,1544722427,1544722428,1544722429,1544722430,1544722431,1544722432,1544722433,1544722434,1544722435,1544722436
audio_bitsReceivedPerSecond,-1,-1,0.0,366245.55461473326,333053.63528009533,345027.5229357798,316272.0,366502.5025025025,273568.0,227464.0,255440.0,365040.0,295384.0,293792.0,320456.0,307424.0,269448.0,223952.0,237618.38161838162,244673.34669338676,247648.35164835164,231312.0,172424.0,189552.0,191920.0,212048.0,206056.0,204448.0,164776.0,126416.0,123448.0,102808.0,101536.0,120872.0,108896.0,77008.0,100816.0,89568.0,92556.55655655656,103928.07192807193,117957.95795795796,107200.0,114813.18681318681,127896.0,135056.0,154192.0,153648.0,175824.0,171648.0,149696.0,159512.0,156424.0,163872.0,155307.30730730732,163316.6833166833,170280.0,165848.0,196968.0,208184.0,223456.0,257560.0,248200.0,268016.0,205872.0,245416.0,185856.0,181458.54145854147,200088.0880880881,201416.0,222608.0,236216.0,244752.0,253984.0,264831.16883116885,302849.15084915084,287799.5991983968,271384.0,341016.0,230088.0,302486.4864864865
audio_bitsSentPerSecond,-1,-1,0.0,304806.0965283658,257144.21930870082,269104.99490316,377808.0,254278.27827827827,253888.0,260392.0,257640.0,315680.0,215416.0,241040.0,247576.0,267560.0,278920.0,284136.0,247056.94305694307,252192.3847695391,234453.54645354644,200384.0,157312.0,160256.0,136248.0,140704.0,157600.0,161520.0,174368.0,177584.0,205232.0,209104.0,210832.0,187080.0,119016.0,138256.0,148616.0,158496.0,166046.04604604605,170421.57842157842,192368.36836836836,192792.0,220699.3006993007,237664.0,244312.0,259520.0,283656.0,315568.0,269528.0,222504.0,237016.0,225888.0,260832.0,268452.45245245245,286681.31868131866,295520.0,320592.0,361712.0,315088.0,235056.0,260216.0,242080.0,273832.0,292216.0,313552.0,277560.0,260827.17282717282,276548.54854854854,274736.0,268768.0,313064.0,326024.0,372184.0,296063.93606393604,257694.3056943057,225258.51703406815,245528.0,258856.0,279208.0,271055.05505505507
audio_packetsSentPerSecond,-1,-1,0.0,109.22946655376799,101.31108462455303,102.95616717635066,123.0,106.10610610610611,104.0,104.0,104.0,112.0,110.0,118.0,121.0,126.0,135.0,132.0,129.87012987012986,130.26052104208418,129.87012987012986,125.0,110.0,111.0,121.0,123.0,124.0,124.0,125.0,125.0,126.0,129.0,126.0,120.0,110.0,123.0,122.0,125.0,126.12612612612612,123.87612387612387,126.12612612612612,129.0,130.86913086913086,132.0,131.0,133.0,132.0,132.0,126.0,129.0,129.0,130.0,133.0,135.13513513513513,132.86713286713288,132.0,132.0,134.0,131.0,129.0,134.0,131.0,132.0,130.0,133.0,132.0,130.86913086913086,134.13413413413414,135.0,132.0,132.0,133.0,132.0,131.86813186813185,130.86913086913086,130.26052104208418,132.0,131.0,131.0,132.13213213213214
audio_googLocalAddress,-1,-1,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235
audio_googRemoteAddress,-1,-1,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194
audio_googRtt,-1,-1,99.0,99.0,378.0,688.0,688.0,688.0,655.0,655.0,491.0,491.0,368.0,368.0,368.0,276.0,276.0,218.0,218.0,218.0,223.0,223.0,167.0,167.0,167.0,125.0,125.0,94.0,94.0,94.0,70.0,70.0,53.0,53.0,53.0,40.0,40.0,30.0,30.0,30.0,22.0,22.0,16.0,16.0,16.0,12.0,12.0,9.0,9.0,9.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,16.0,16.0,12.0,12.0,12.0,9.0,9.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0
