bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,242626.0,107512.0,108126.0,117776.0,128198.0,139454.0,150775.0,163837.0,177944.0,193180.0,209634.0,110356.0,113046.0,123090.0,133937.0,145652.0,158304.0,171968.0,186725.0,201418.0,218531.0,110720.0,116151.0,126443.0,137558.0,149563.0,161619.0,175549.0,189448.0,148734.0,161633.0,175564.0,190609.0,143599.0,115452.0,125688.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
timestamp,1544722322,1544722323,1544722324,1544722325,1544722326,1544722327,1544722328,1544722329,1544722330,1544722331,1544722332,1544722333,1544722334,1544722335,1544722336,1544722337,1544722338,1544722339,1544722340,1544722341,1544722342,1544722343,1544722344,1544722345,1544722346,1544722347,1544722348,1544722349,1544722350,1544722351,1544722352,1544722353,1544722354,1544722355,1544722356,1544722357
audio_bitsReceivedPerSecond,0.0,170593.32023575637,133680.08255933953,138832.0,101296.0,110120.0,102848.0,112384.0,133928.0,119000.0,122712.0,121248.0,126545.45454545454,166656.0,106648.0,110616.0,104184.0,122320.0,139992.0,134744.0,142152.0,135880.0,148331.66833166833,178978.97897897896,165672.0,187936.0,182368.0,189808.0,144016.78908709338,210727.79369627507,134504.0,130677.32267732268,142878.87887887887,167448.0,140336.0,203064.0
audio_bitsSentPerSecond,0.0,226750.49115913556,137700.72239422085,140504.0,134944.0,158592.0,184632.0,175600.0,224192.0,214528.0,215440.0,229616.0,139068.93106893107,151432.0,139256.0,166264.0,191424.0,186112.0,227456.0,226640.0,224392.0,233872.0,137062.93706293707,153553.55355355356,143680.0,173120.0,192448.0,193648.0,224730.32528856242,200244.50811843362,167432.0,203612.38761238763,210682.68268268267,188104.0,166800.0,169184.0
audio_packetsSentPerSecond,0.0,126.71905697445972,110.42311661506707,123.0,130.0,126.0,122.0,129.0,135.0,131.0,130.0,127.0,107.89210789210789,127.0,125.0,126.0,125.0,131.0,135.0,136.0,135.0,129.0,108.89110889110889,129.12912912912913,127.0,131.0,129.0,132.0,136.41133263378805,135.62559694364853,129.0,131.86813186813185,129.12912912912913,127.0,125.0,126.0
audio_googLocalAddress,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552,35.204.47.190:55552
audio_googRemoteAddress,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000
audio_googRtt,73.0,73.0,58.0,58.0,58.0,47.0,47.0,43.0,43.0,43.0,36.0,36.0,31.0,31.0,31.0,34.0,34.0,29.0,29.0,29.0,25.0,25.0,22.0,22.0,22.0,20.0,20.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,15.0
