bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,499243.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0,521085.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
timestamp,1620368561,1620368562,1620368563,1620368564,1620368565,1620368566,1620368567,1620368568,1620368569,1620368570,1620368571,1620368572,1620368573,1620368574,1620368575,1620368576,1620368577,1620368578,1620368579,1620368580,1620368581,1620368582,1620368583,1620368584,1620368585,1620368586,1620368587,1620368588,1620368589,1620368590,1620368591,1620368592,1620368593,1620368594,1620368595,1620368596,1620368597,1620368598,1620368599,1620368600,1620368601,1620368602,1620368603,1620368604,1620368605,1620368606,1620368607,1620368608,1620368609,1620368610,1620368611,1620368612,1620368613,1620368614,1620368615,1620368616,1620368617,1620368618,1620368619,1620368620,1620368621,1620368622,1620368623,1620368624,1620368625,1620368626,1620368627,1620368628,1620368629,1620368630,1620368631,1620368632,1620368633,1620368634,1620368635,1620368636,1620368637,1620368638,1620368639,1620368640,1620368641,1620368642,1620368643,1620368644,1620368645,1620368646,1620368647,1620368648,1620368649,1620368650,1620368651,1620368652,1620368653,1620368654,1620368655,1620368656,1620368657,1620368658,1620368659,1620368660,1620368661,1620368662,1620368663,1620368664,1620368665,1620368666,1620368667,1620368668,1620368669,1620368670,1620368671,1620368672,1620368673,1620368674,1620368675,1620368676,1620368677,1620368678,1620368679,1620368680,1620368681,1620368682,1620368683,1620368684
audio_bitsReceivedPerSecond,0.0,496928.0,472688.0,439048.0,441840.0,468768.0,460120.0,426768.0,308576.0,301520.0,294904.0,301864.0,315096.0,312336.0,308904.0,327272.0,329240.0,338608.0,362944.0,337168.0,336520.0,343808.0,342664.0,343384.0,343040.0,356016.0,356576.0,373344.0,389632.0,396432.0,375888.0,417192.0,411832.0,420392.0,422480.0,455824.0,449040.0,470424.0,476400.0,471928.0,456200.0,464048.0,482248.0,481368.0,477152.0,497416.0,484344.0,514648.0,519544.0,506656.0,509432.0,539032.0,503200.0,514576.0,511880.0,535392.0,503160.0,494416.0,457912.0,474088.0,391096.0,410856.0,421416.0,418088.0,422800.0,439448.0,438384.0,464896.0,453608.0,486288.0,472088.0,476680.0,486304.0,472512.0,480296.0,488288.0,484048.0,509728.0,484352.0,505480.0,492776.0,503488.0,544160.0,538288.0,535616.0,570696.0,540192.0,474656.0,426920.0,498552.0,366768.0,346496.0,365920.0,355328.0,349368.0,368592.0,370712.0,393696.0,393456.0,412928.0,391960.0,439728.0,413480.0,422984.0,431216.0,435336.0,458856.0,464048.0,456616.0,482848.0,465696.0,463768.0,496800.0,487136.0,471736.0,489104.0,491288.0,511456.0,488384.0,515472.0,507472.0,510624.0,537192.0,525112.0
audio_bitsSentPerSecond,0.0,273920.0,288312.0,268256.0,270968.0,265360.0,269072.0,252056.0,265816.0,254008.0,248904.0,272456.0,251824.0,245640.0,255360.0,256352.0,268576.0,246160.0,262544.0,250240.0,245360.0,261696.0,244128.0,249816.0,263784.0,263016.0,280008.0,251632.0,272536.0,255872.0,246496.0,270032.0,253336.0,251048.0,254440.0,258528.0,270688.0,247256.0,267312.0,253952.0,248304.0,269448.0,253432.0,248424.0,253880.0,259096.0,270824.0,244912.0,268592.0,253760.0,247824.0,297288.0,235696.0,243248.0,251280.0,257864.0,272640.0,247904.0,262824.0,259800.0,254792.0,275696.0,253856.0,254760.0,261952.0,255544.0,272128.0,243696.0,266000.0,258088.0,244928.0,272432.0,251576.0,249552.0,256704.0,257560.0,277296.0,238904.0,268912.0,254208.0,247784.0,270976.0,252480.0,253808.0,260784.0,280056.0,293032.0,246816.0,277224.0,260456.0,251808.0,275256.0,262696.0,260928.0,260424.0,262896.0,270720.0,246072.0,269928.0,251408.0,248616.0,296680.0,240048.0,246672.0,256560.0,266928.0,275976.0,257048.0,281400.0,260464.0,261704.0,277832.0,274704.0,271728.0,262536.0,269760.0,277832.0,266368.0,273976.0,266256.0,261384.0,275448.0,265800.0,264912.0
audio_packetsSentPerSecond,0.0,142.0,139.0,139.0,135.0,135.0,138.0,139.0,137.0,135.0,137.0,137.0,135.0,138.0,137.0,136.0,139.0,134.0,139.0,134.0,138.0,139.0,134.0,137.0,138.0,136.0,138.0,138.0,138.0,137.0,137.0,133.0,138.0,138.0,136.0,137.0,137.0,136.0,141.0,136.0,137.0,135.0,136.0,137.0,136.0,138.0,136.0,137.0,137.0,135.0,135.0,141.0,135.0,135.0,137.0,135.0,136.0,139.0,138.0,135.0,139.0,135.0,134.0,135.0,138.0,133.0,137.0,136.0,136.0,136.0,134.0,138.0,138.0,132.0,138.0,134.0,140.0,133.0,141.0,136.0,135.0,135.0,137.0,137.0,137.0,136.0,135.0,137.0,139.0,135.0,134.0,136.0,137.0,138.0,135.0,135.0,137.0,139.0,136.0,136.0,137.0,138.0,136.0,136.0,134.0,138.0,136.0,137.0,140.0,133.0,138.0,135.0,136.0,137.0,138.0,136.0,136.0,137.0,138.0,137.0,137.0,137.0,136.0,139.0
audio_googLocalAddress,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153,34.67.229.81:57153
audio_googRemoteAddress,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000
audio_googRtt,28.0,27.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
