bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0,922142.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0
timestamp,1620379722,1620379723,1620379724,1620379725,1620379726,1620379727,1620379728,1620379729,1620379730,1620379731,1620379732,1620379733,1620379734,1620379735,1620379736,1620379737,1620379738,1620379739,1620379740,1620379741,1620379742,1620379743,1620379744,1620379745,1620379746,1620379747,1620379748,1620379749,1620379750,1620379751,1620379752,1620379753,1620379754,1620379755,1620379756,1620379757,1620379758,1620379759,1620379760,1620379761,1620379762,1620379763,1620379764,1620379765,1620379766,1620379767,1620379768,1620379769,1620379770,1620379771,1620379772,1620379773,1620379774,1620379775,1620379776,1620379777,1620379778,1620379779,1620379780,1620379781,1620379782,1620379783,1620379784,1620379785,1620379786,1620379787,1620379788,1620379789,1620379790,1620379791,1620379792,1620379793,1620379794,1620379795,1620379796,1620379797,1620379798,1620379799,1620379800,1620379801,1620379802,1620379803,1620379804,1620379805,1620379806,1620379807,1620379808,1620379809,1620379810,1620379811,1620379812,1620379813,1620379814,1620379815,1620379816,1620379817,1620379818,1620379819,1620379820,1620379821,1620379822,1620379823,1620379824,1620379825,1620379826,1620379827,1620379828,1620379829,1620379830,1620379831,1620379832
audio_bitsReceivedPerSecond,290784.0,384240.0,399272.0,537600.0,419256.0,382432.0,371888.0,371144.0,393208.0,403216.0,416880.0,424392.0,444784.0,439128.0,450456.0,482640.0,458896.0,465304.0,482992.0,486912.0,484888.0,486912.0,505136.0,515928.0,509376.0,520696.0,510112.0,513744.0,532928.0,535128.0,550080.0,548216.0,585192.0,595568.0,612224.0,525272.0,518776.0,502008.0,527768.0,558048.0,475664.0,485960.0,503920.0,491240.0,497800.0,476048.0,485016.0,502744.0,481560.0,511424.0,439776.0,409280.0,407568.0,383472.0,410424.0,416824.0,423544.0,438600.0,455616.0,457912.0,467560.0,461512.0,472624.0,473528.0,494896.0,504216.0,507704.0,481176.0,517656.0,527080.0,534168.0,527744.0,569728.0,557888.0,582776.0,525896.0,496440.0,474112.0,497208.0,479616.0,507328.0,498896.0,393760.0,344992.0,358704.0,351528.0,360552.0,363744.0,377808.0,384240.0,371776.0,372560.0,408568.0,400184.0,407880.0,400048.0,411392.0,423520.0,430968.0,460832.0,449736.0,446976.0,516536.0,458160.0,482408.0,487176.0,514984.0,512392.0,532272.0,565792.0,591640.0
audio_bitsSentPerSecond,326256.0,316232.0,279128.0,261888.0,262400.0,279264.0,258856.0,253104.0,265136.0,267152.0,275264.0,252888.0,266064.0,267408.0,268376.0,280520.0,257816.0,243416.0,263920.0,263784.0,274144.0,248296.0,267688.0,256936.0,248096.0,275640.0,254880.0,251640.0,257376.0,258432.0,279736.0,251272.0,266928.0,264328.0,250248.0,271992.0,252256.0,245512.0,263496.0,259352.0,282072.0,251136.0,275352.0,263904.0,254376.0,187936.0,290544.0,290448.0,291976.0,263120.0,280752.0,247416.0,301008.0,247144.0,251792.0,272208.0,260280.0,257776.0,258104.0,261872.0,277832.0,268776.0,278896.0,261192.0,258760.0,277192.0,258192.0,257552.0,265368.0,265040.0,281792.0,244152.0,272976.0,259864.0,254456.0,273192.0,256080.0,254952.0,260856.0,267352.0,277512.0,249576.0,275792.0,259624.0,256912.0,275872.0,261864.0,250496.0,254048.0,262984.0,271216.0,248592.0,276520.0,257104.0,249128.0,265160.0,257032.0,254856.0,251400.0,266008.0,267616.0,250968.0,295448.0,236520.0,248072.0,263304.0,250312.0,262336.0,252272.0,267792.0,277696.0
audio_packetsSentPerSecond,158.0,146.0,142.0,137.0,135.0,138.0,138.0,135.0,136.0,139.0,135.0,138.0,137.0,136.0,136.0,135.0,138.0,135.0,136.0,139.0,136.0,136.0,138.0,138.0,137.0,136.0,139.0,138.0,135.0,136.0,137.0,137.0,141.0,138.0,135.0,138.0,137.0,134.0,139.0,135.0,137.0,137.0,137.0,138.0,137.0,108.0,134.0,137.0,137.0,135.0,135.0,138.0,143.0,136.0,138.0,135.0,137.0,138.0,137.0,135.0,138.0,137.0,138.0,132.0,137.0,136.0,134.0,135.0,137.0,137.0,136.0,137.0,139.0,135.0,135.0,137.0,138.0,136.0,138.0,136.0,138.0,135.0,138.0,136.0,137.0,140.0,137.0,136.0,137.0,138.0,139.0,136.0,138.0,136.0,138.0,133.0,136.0,138.0,135.0,138.0,136.0,140.0,142.0,134.0,136.0,137.0,137.0,138.0,137.0,139.0,138.0
audio_googLocalAddress,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376,35.238.104.72:59376
audio_googRemoteAddress,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000,158.101.112.6:10000
audio_googRtt,70.0,59.0,59.0,59.0,51.0,51.0,45.0,45.0,45.0,41.0,41.0,38.0,38.0,38.0,35.0,35.0,33.0,33.0,33.0,31.0,31.0,32.0,32.0,32.0,31.0,31.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
