bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,300000.0,300000.0,78674.0,81674.0,93508.0,101508.0,110629.0,120479.0,131117.0,142606.0,154135.0,167466.0,181863.0,197412.0,214205.0,232341.0,249411.0,270364.0,292993.0,317432.0,267207.0,289584.0,234152.0,224245.0,243185.0,263640.0,285731.0,309589.0,333887.0,361598.0,391526.0,423848.0,329166.0,318611.0,292493.0,315595.0,341843.0,370190.0,400805.0,433869.0,469579.0,506097.0,547585.0,592392.0,640783.0,693046.0,607165.0,466058.0,399795.0,429355.0,461446.0,495516.0,535353.0,578304.0,624798.0,675085.0,729587.0,787820.0,848579.0,917465.0,736986.0,672178.0,691615.0,500676.0,368567.0,391674.0,421999.0,455744.0,490530.0,529925.0,573319.0,620185.0,421093.0,432770.0,467490.0,504995.0,545553.0,589369.0,636852.0,687894.0,743086.0,799811.0,537580.0,467934.0,489217.0,525485.0,566469.0,600132.0,632629.0,667365.0,703579.0,742596.0,782676.0,300000.0,300000.0,300000.0,152028.0,159568.0,170681.0,181545.0,171490.0,186209.0,202106.0,219274.0,237816.0,257841.0,279468.0,302825.0,323303.0,350167.0,274745.0,296783.0,227113.0,246282.0,266985.0,289344.0,184377.0,200127.0,217137.0,235508.0,255349.0,276777.0,299919.0,324913.0,351906.0,381058.0,412543.0,293342.0,270388.0,293019.0,313809.0,339914.0,368107.0,398556.0,431440.0,466955.0,505311.0,546736.0,586755.0,634695.0,686471.0,426153.0,448138.0,483001.0,522641.0,565452.0,608331.0,657443.0,709920.0,767000.0,827938.0,895173.0,584618.0,594395.0,628395.0,664450.0,391935.0,412495.0,341786.0,367920.0,398270.0,430155.0,464663.0,501942.0,541982.0,585848.0,372864.0,396845.0,429593.0,463073.0,500573.0,540277.0,583803.0,631507.0,682423.0,735790.0,434453.0,458507.0,494133.0,534664.0,578437.0,616228.0,649003.0,690355.0,745628.0,744760.0,786673.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,56.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,51.0,1.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,5.0,4.0,4.0,3.0,2.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,0.0,3.0,4.0,3.0,0.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,15.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,17.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541186654,1541186655,1541186656,1541186657,1541186658,1541186659,1541186660,1541186661,1541186662,1541186663,1541186664,1541186665,1541186666,1541186667,1541186668,1541186669,1541186670,1541186671,1541186672,1541186673,1541186674,1541186675,1541186676,1541186677,1541186678,1541186679,1541186680,1541186681,1541186682,1541186683,1541186684,1541186685,1541186686,1541186687,1541186688,1541186689,1541186690,1541186691,1541186692,1541186693,1541186694,1541186695,1541186696,1541186697,1541186698,1541186699,1541186700,1541186701,1541186702,1541186703,1541186704,1541186705,1541186706,1541186707,1541186708,1541186709,1541186710,1541186711,1541186712,1541186713,1541186714,1541186715,1541186716,1541186717,1541186718,1541186719,1541186720,1541186721,1541186722,1541186723,1541186724,1541186725,1541186726,1541186727,1541186728,1541186729,1541186730,1541186731,1541186732,1541186733,1541186734,1541186735,1541186736,1541186737,1541186738,1541186739,1541186740,1541186741,1541186742,1541186743,1541186744,1541186745,1541186746,1541186747,1541186748,1541186749,1541186656,1541186657,1541186658,1541186659,1541186660,1541186661,1541186662,1541186663,1541186664,1541186665,1541186666,1541186667,1541186668,1541186669,1541186670,1541186671,1541186672,1541186673,1541186674,1541186675,1541186676,1541186677,1541186678,1541186679,1541186680,1541186681,1541186682,1541186683,1541186684,1541186685,1541186686,1541186687,1541186688,1541186689,1541186690,1541186691,1541186692,1541186693,1541186694,1541186695,1541186696,1541186697,1541186698,1541186699,1541186700,1541186701,1541186702,1541186703,1541186704,1541186705,1541186706,1541186707,1541186708,1541186709,1541186710,1541186711,1541186712,1541186713,1541186714,1541186715,1541186716,1541186717,1541186718,1541186719,1541186720,1541186721,1541186722,1541186723,1541186724,1541186725,1541186726,1541186727,1541186728,1541186729,1541186730,1541186731,1541186732,1541186733,1541186734,1541186735,1541186736,1541186737,1541186738,1541186739,1541186740,1541186741,1541186742,1541186743,1541186744,1541186745,1541186746,1541186747,1541186748,1541186749
audio_bitsReceivedPerSecond,-1,-1,-1,-1,0.0,476007.722007722,185416.0,273584.0,203984.0,203091.0910910911,216535.46453546453,227136.0,315483.4834834835,262425.57442557445,274352.0,286976.0,305056.0,306784.0,373045.04504504503,349250.74925074924,340200.0,297473.47347347345,294673.32667332666,307328.0,308360.0,314416.0,225552.0,241144.0,268208.0,277216.0,293208.0,296456.0,346952.0,363616.0,391079.0790790791,439744.25574425573,401976.0,349920.0,329000.0,338794.7947947948,350633.3666333666,348888.0,421101.1011011011,426173.8261738262,473576.0,532688.0,546536.0,535568.0,638352.0,715344.0,645933.933933934,498813.1868131868,536560.0,530952.0,574870.8708708709,629106.893106893,647392.0,687407.4074074074,772264.0,833294.7052947053,890632.0,765040.0,627208.0,596848.0,638760.0,608824.0,496632.6326326326,438985.014985015,392960.0,405696.0,437584.0,448896.0,521264.0,532528.0,592632.0,581813.8138138138,450640.0,444547.4525474525,478622.62262262264,497560.0,544288.0,549778.2217782218,642234.2342342342,641984.0,765232.0,652104.0,551912.0879120879,495584.0,554186.1861861862,584263.7362637363,635504.0,617544.0,695407.4074074074,714541.4585414586,822168.0,819291.2912912912,-1,-1,0.0,361681.25,120309.05077262693,138587.45874587458,123620.30905077263,144728.72872872872,144983.01698301698,145857.85785785786,159176.0,175776.0,191368.0,191848.0,225008.0,300987.012987013,258266.26626626626,270347.3053892216,296016.03206412826,283027.02702702704,308843.15684315684,347179.1791791792,342099.8003992016,300832.0,337273.27327327325,276563.4365634366,272841.6833667335,305045.9081836327,314754.7547547548,336280.0,334528.0,392847.15284715284,420308.3083083083,436032.0,405717.7177177177,386776.0,303792.2077922078,348368.0,374414.41441441444,369662.33766233764,373016.0,473433.4334334334,495296.7032967033,515915.9159159159,627912.0,596619.3806193806,645352.0,750790.7907907908,687120.8791208791,614056.0,481408.0,508596.5965965966,494729.2707292707,519704.0,605069.0690690691,587276.7232767233,646352.0,732384.0,790750.7507507508,807112.0,753022.9770229771,885792.0,847936.0,746856.0,716420.4204204205,591280.7192807193,493664.0,469448.0,517909.9099099099,472456.0,494272.0,567816.0,601208.0,604187.8121878122,679767.7677677678,470416.0,505616.0,555329.3413173653,582124.248496994,617998.001998002,605392.0,740468.4684684685,739532.4675324676,754272.0,756712.0,604340.3403403404,494970.05988023954,509797.7977977978,578506.5065065065,629690.3096903097,555971.9719719719,703224.7752247752,729881.8818818819,788392.0
audio_bitsSentPerSecond,-1,-1,-1,-1,0.0,381389.96138996136,103864.0,136728.0,137352.0,137361.36136136137,138437.56243756245,154504.0,158790.79079079078,186829.17082917082,184888.0,199312.0,246944.0,272520.0,266818.81881881884,266149.8501498501,304408.0,306186.1861861862,288751.24875124876,344752.0,355544.0,315336.0,316816.0,266504.0,273104.0,309536.0,316008.0,333664.0,355160.0,383120.0,432224.2242242242,432855.14485514484,452360.0,318000.0,308992.0,354818.81881881884,374745.25474525476,363120.0,399183.1831831832,459548.45154845156,519152.0,500456.0,637632.0,626536.0,635752.0,766008.0,729657.6576576576,523532.4675324675,500184.0,492496.0,510270.2702702703,498493.5064935065,630288.0,604636.6366366367,634072.0,752759.2407592408,792000.0,802728.0,788360.0,852056.0,877872.0,756200.0,700356.3563563564,530725.2747252748,479896.0,479440.0,522088.0,506272.0,460680.0,571856.0,618888.0,622006.006006006,632624.0,488479.5204795205,493781.78178178176,575352.0,586496.0,609950.04995005,621581.5815815816,748848.0,761496.0,776352.0,728279.7202797203,541824.0,489961.96196196193,522325.6743256743,589608.0,631248.0,568320.3203203203,705086.9130869131,748064.0,780916.916916917,-1,-1,0.0,423912.5,200644.59161147903,266763.47634763474,197580.57395143487,210698.6986986987,205954.04595404596,230966.96696696695,311504.0,255312.0,279568.0,278656.0,295328.0,310185.8141858142,367583.5835835836,352271.45708582836,344713.4268537074,302486.4864864865,299364.6353646354,300548.54854854854,308790.41916167666,339960.0,214158.15815815816,243020.97902097902,257955.9118236473,277469.0618762475,289153.15315315314,289328.0,347248.0,351952.04795204796,400160.16016016016,429000.0,415679.6796796797,355216.0,321726.27372627374,337296.0,355059.0590590591,353318.68131868134,402864.0,413773.77377377375,487560.43956043955,514186.1861861862,554184.0,515996.003996004,635608.0,699899.8998998998,684243.7562437563,499552.0,528024.0,524596.5965965966,574161.8381618381,619200.0,654390.3903903904,693050.9490509491,746000.0,830656.0,879175.1751751752,817616.0,610461.5384615385,590896.0,650896.0,609584.0,523763.76376376377,439664.33566433564,390040.0,408352.0,434954.95495495497,454376.0,498072.0,521104.0,602104.0,579692.3076923077,479103.1031031031,434376.0,468104.0,501197.60479041917,540505.0100200401,544159.8401598402,616808.0,656888.8888888889,750921.0789210789,660544.0,579080.0,501845.8458458458,540638.7225548902,579115.1151151151,624328.3283283283,612043.956043956,697465.4654654654,706421.5784215784,823663.6636636637,816056.0
audio_packetsSentPerSecond,-1,-1,-1,-1,0.0,111.003861003861,68.0,75.0,77.0,80.08008008008008,81.91808191808192,86.0,83.08308308308308,88.91108891108891,89.0,93.0,98.0,118.0,126.12612612612612,125.87412587412588,133.0,131.13113113113113,131.86813186813185,132.0,133.0,131.0,134.0,131.0,134.0,133.0,132.0,132.0,133.0,132.0,136.13613613613614,135.86413586413587,135.0,132.0,132.0,131.13113113113113,133.86613386613388,132.0,135.13513513513513,137.86213786213787,146.0,142.0,175.0,171.0,169.0,190.0,190.19019019019018,145.85414585414586,149.0,141.0,143.14314314314313,137.86213786213787,168.0,169.16916916916918,170.0,187.8121878121878,194.0,194.0,185.0,194.0,195.0,192.0,181.1811811811812,141.85814185814186,135.0,133.0,147.0,139.0,141.0,154.0,170.0,171.17117117117118,167.0,139.86013986013987,137.13713713713713,154.0,161.0,170.82917082917083,164.16416416416416,189.0,183.0,191.0,178.82117882117882,148.0,134.13413413413414,138.86113886113887,160.0,178.0,156.15615615615616,184.8151848151848,183.0,188.18818818818818,-1,-1,0.0,117.96875,82.78145695364239,96.80968096809681,86.09271523178808,93.09309309309309,93.9060939060939,99.09909909909909,123.0,127.0,132.0,132.0,133.0,133.86613386613388,134.13413413413414,131.73652694610777,132.26452905811624,132.13213213213214,132.86713286713288,132.13213213213214,131.73652694610777,132.0,127.12712712712712,134.86513486513488,130.26052104208418,132.73453093812375,132.13213213213214,133.0,133.0,131.86813186813185,131.13113113113113,136.0,135.13513513513513,132.0,131.86813186813185,133.0,131.13113113113113,133.86613386613388,131.0,133.13313313313313,138.86113886113887,149.14914914914914,152.0,140.85914085914087,170.0,193.1931931931932,180.81918081918081,142.0,150.0,149.14914914914914,155.84415584415584,162.0,184.18418418418418,183.8161838161838,189.0,194.0,191.1911911911912,194.0,160.83916083916083,161.0,177.0,162.0,148.14814814814815,132.86713286713288,131.0,130.0,134.13413413413414,135.0,139.0,148.0,165.0,160.83916083916083,140.14014014014015,132.0,133.0,135.72854291417167,144.28857715430863,147.85214785214785,165.0,173.17317317317318,186.8131868131868,176.0,159.0,140.14014014014015,149.7005988023952,154.15415415415416,174.17417417417417,169.83016983016984,183.1831831831832,180.81918081918081,191.1911911911912,195.0
audio_googLocalAddress,-1,-1,-1,-1,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,-1,-1,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034
audio_googRemoteAddress,-1,-1,-1,-1,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,10.164.0.8:36034,-1,-1,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097,10.164.0.9:35097
audio_googRtt,-1,-1,-1,-1,3.0,56.0,42.0,42.0,42.0,32.0,32.0,24.0,24.0,24.0,18.0,18.0,13.0,13.0,13.0,10.0,10.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,21.0,16.0,16.0,12.0,12.0,12.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,-1,-1,44.0,96.0,72.0,72.0,72.0,54.0,54.0,40.0,40.0,40.0,30.0,30.0,22.0,22.0,22.0,16.0,16.0,30.0,30.0,30.0,22.0,22.0,16.0,16.0,16.0,12.0,12.0,9.0,9.0,9.0,7.0,7.0,8.0,8.0,8.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
